assembly_id,logical_character_id,texture_path,texture_name,texture_class,width,height,resolution,pixels
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Textures/T_210116_Hat_A_D.T_210116_Hat_A_D,T_210116_Hat_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Textures/T_210116_Hat_A_LBMaskSP.T_210116_Hat_A_LBMaskSP,T_210116_Hat_A_LBMaskSP,Texture2D,128,128,128×128,16384
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Textures/T_210116_Hat_A_MRA.T_210116_Hat_A_MRA,T_210116_Hat_A_MRA,Texture2D,256,256,256×256,65536
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Textures/T_210116_Hat_A_N.T_210116_Hat_A_N,T_210116_Hat_A_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Textures/T_210116_Hat_A_OSMaskSP.T_210116_Hat_A_OSMaskSP,T_210116_Hat_A_OSMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Male/Textures/Skin/T_B_YoungMan_Skin200000_01_A_MRA.T_B_YoungMan_Skin200000_01_A_MRA,T_B_YoungMan_Skin200000_01_A_MRA,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Male/Textures/Skin/T_B_YoungMan_Skin200000_01_A_WetMaskSP.T_B_YoungMan_Skin200000_01_A_WetMaskSP,T_B_YoungMan_Skin200000_01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1090025846_Face01_A_LBMaskPS.T_1090025846_Face01_A_LBMaskPS,T_1090025846_Face01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1207200584_Pupil01_A_N.T_1207200584_Pupil01_A_N,T_1207200584_Pupil01_A_N,Texture2D,64,64,64×64,4096
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_1486920701_Pupil01_A_MC.T_1486920701_Pupil01_A_MC,T_1486920701_Pupil01_A_MC,Texture2D,128,128,128×128,16384
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2253389307_Face01_A_DynAO.T_2253389307_Face01_A_DynAO,T_2253389307_Face01_A_DynAO,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2487491447_Pupil01_A_D.T_2487491447_Pupil01_A_D,T_2487491447_Pupil01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2888537667_Face01_A_Specular.T_2888537667_Face01_A_Specular,T_2888537667_Face01_A_Specular,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3366954624_Pupil01_A_E.T_3366954624_Pupil01_A_E,T_3366954624_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3693688228_EyeTrans01_A_D.T_3693688228_EyeTrans01_A_D,T_3693688228_EyeTrans01_A_D,Texture2D,256,256,256×256,65536
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3779704074_Face01_A_D.T_3779704074_Face01_A_D,T_3779704074_Face01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_4146912979_Pupil01_A_Caustic.T_4146912979_Pupil01_A_Caustic,T_4146912979_Pupil01_A_Caustic,Texture2D,256,256,256×256,65536
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1713439081_Skin01_A_LBMaskPS.T_1713439081_Skin01_A_LBMaskPS,T_1713439081_Skin01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_272004582_Skin01_A_N.T_272004582_Skin01_A_N,T_272004582_Skin01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_4029629420_Skin01_A_D.T_4029629420_Skin01_A_D,T_4029629420_Skin01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210116/Default,NPC/Class_A/210116,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_A_D.T_210117_Body01_A_D,T_210117_Body01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_A_LBMaskSP.T_210117_Body01_A_LBMaskSP,T_210117_Body01_A_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_A_MRA.T_210117_Body01_A_MRA,T_210117_Body01_A_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_A_N.T_210117_Body01_A_N,T_210117_Body01_A_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_B_D.T_210117_Body01_B_D,T_210117_Body01_B_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_B_LBMaskSP.T_210117_Body01_B_LBMaskSP,T_210117_Body01_B_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_B_MRA.T_210117_Body01_B_MRA,T_210117_Body01_B_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Body01_B_N.T_210117_Body01_B_N,T_210117_Body01_B_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Face01_A_SDF.T_210117_Face01_A_SDF,T_210117_Face01_A_SDF,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hair01_A_D.T_210117_Hair01_A_D,T_210117_Hair01_A_D,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hair01_A_LBMaskPS.T_210117_Hair01_A_LBMaskPS,T_210117_Hair01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hair01_A_OSMaskPS.T_210117_Hair01_A_OSMaskPS,T_210117_Hair01_A_OSMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hair01_A_PromMask.T_210117_Hair01_A_PromMask,T_210117_Hair01_A_PromMask,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hat01_A_D.T_210117_Hat01_A_D,T_210117_Hat01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hat01_A_LBMaskSP.T_210117_Hat01_A_LBMaskSP,T_210117_Hat01_A_LBMaskSP,Texture2D,128,128,128×128,16384
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hat01_A_MRA.T_210117_Hat01_A_MRA,T_210117_Hat01_A_MRA,Texture2D,256,256,256×256,65536
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Hat01_A_N.T_210117_Hat01_A_N,T_210117_Hat01_A_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Textures/T_210117_Pupil01_A_D.T_210117_Pupil01_A_D,T_210117_Pupil01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_LBMaskPS.T_B_YoungWoman_Skin200000_01_A_LBMaskPS,T_B_YoungWoman_Skin200000_01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_MRA.T_B_YoungWoman_Skin200000_01_A_MRA,T_B_YoungWoman_Skin200000_01_A_MRA,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Female/Textures/Skin/T_B_YoungWoman_Skin200000_01_A_WetMaskSP.T_B_YoungWoman_Skin200000_01_A_WetMaskSP,T_B_YoungWoman_Skin200000_01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_2271532546_Pupil01_A_Caustic.T_2271532546_Pupil01_A_Caustic,T_2271532546_Pupil01_A_Caustic,Texture2D,256,256,256×256,65536
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3048612696_Pupil01_A_N.T_3048612696_Pupil01_A_N,T_3048612696_Pupil01_A_N,Texture2D,64,64,64×64,4096
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3392871952_Face01_A_D.T_3392871952_Face01_A_D,T_3392871952_Face01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3461742738_Face01_A_DynAO.T_3461742738_Face01_A_DynAO,T_3461742738_Face01_A_DynAO,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3676446848_Pupil01_A_E.T_3676446848_Pupil01_A_E,T_3676446848_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3748841916_Face01_A_Specular.T_3748841916_Face01_A_Specular,T_3748841916_Face01_A_Specular,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_4129974578_Face01_A_LBMaskPS.T_4129974578_Face01_A_LBMaskPS,T_4129974578_Face01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_510968652_EyeTrans01_A_D.T_510968652_EyeTrans01_A_D,T_510968652_EyeTrans01_A_D,Texture2D,256,256,256×256,65536
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_915192926_Pupil01_A_MC.T_915192926_Pupil01_A_MC,T_915192926_Pupil01_A_MC,Texture2D,128,128,128×128,16384
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_2293175582_Hair01_A_N.T_2293175582_Hair01_A_N,T_2293175582_Hair01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1838956804_Skin01_A_D.T_1838956804_Skin01_A_D,T_1838956804_Skin01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1892494547_Skin01_A_N.T_1892494547_Skin01_A_N,T_1892494547_Skin01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210117/Default,NPC/Class_A/210117,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_A_D.T_210118_Body01_A_D,T_210118_Body01_A_D,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_A_LBMaskSP.T_210118_Body01_A_LBMaskSP,T_210118_Body01_A_LBMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_A_MRA.T_210118_Body01_A_MRA,T_210118_Body01_A_MRA,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_A_N.T_210118_Body01_A_N,T_210118_Body01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_B_D.T_210118_Body01_B_D,T_210118_Body01_B_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_B_MRA.T_210118_Body01_B_MRA,T_210118_Body01_B_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Body01_B_N.T_210118_Body01_B_N,T_210118_Body01_B_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_EyeTrans01_A_D.T_210118_EyeTrans01_A_D,T_210118_EyeTrans01_A_D,Texture2D,256,256,256×256,65536
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Face01_A_D.T_210118_Face01_A_D,T_210118_Face01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Face01_A_DynAO.T_210118_Face01_A_DynAO,T_210118_Face01_A_DynAO,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Face01_A_LBMaskPS.T_210118_Face01_A_LBMaskPS,T_210118_Face01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Face01_A_Specular.T_210118_Face01_A_Specular,T_210118_Face01_A_Specular,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Pupil01_A_Caustic.T_210118_Pupil01_A_Caustic,T_210118_Pupil01_A_Caustic,Texture2D,256,256,256×256,65536
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Pupil01_A_D.T_210118_Pupil01_A_D,T_210118_Pupil01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Pupil01_A_E.T_210118_Pupil01_A_E,T_210118_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Pupil01_A_MC.T_210118_Pupil01_A_MC,T_210118_Pupil01_A_MC,Texture2D,128,128,128×128,16384
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Textures/T_210118_Pupil01_A_N.T_210118_Pupil01_A_N,T_210118_Pupil01_A_N,Texture2D,64,64,64×64,4096
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/Boris/Role/Textures/T_Boris_Pupil01_A_E.T_Boris_Pupil01_A_E,T_Boris_Pupil01_A_E,Texture2D,256,256,256×256,65536
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Male/Textures/Skin/T_B_YoungMan_Skin200000_01_A_MRA.T_B_YoungMan_Skin200000_01_A_MRA,T_B_YoungMan_Skin200000_01_A_MRA,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Class_B/Male/Textures/Skin/T_B_YoungMan_Skin200000_01_A_WetMaskSP.T_B_YoungMan_Skin200000_01_A_WetMaskSP,T_B_YoungMan_Skin200000_01_A_WetMaskSP,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Face/T_3140810788_Face01_A_SDF.T_3140810788_Face01_A_SDF,T_3140810788_Face01_A_SDF,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_1383763797_Hair01_A_D.T_1383763797_Hair01_A_D,T_1383763797_Hair01_A_D,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_339607243_Hair01_A_OSMaskPS.T_339607243_Hair01_A_OSMaskPS,T_339607243_Hair01_A_OSMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_373163229_Hair01_A_LBMaskPS.T_373163229_Hair01_A_LBMaskPS,T_373163229_Hair01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_3755838883_Hair01_A_PromMask.T_3755838883_Hair01_A_PromMask,T_3755838883_Hair01_A_PromMask,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Hair/T_829101655_Hair01_A_N.T_829101655_Hair01_A_N,T_829101655_Hair01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1160268366_Body01_B_LBMaskSP.T_1160268366_Body01_B_LBMaskSP,T_1160268366_Body01_B_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_1713439081_Skin01_A_LBMaskPS.T_1713439081_Skin01_A_LBMaskPS,T_1713439081_Skin01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_272004582_Skin01_A_N.T_272004582_Skin01_A_N,T_272004582_Skin01_A_N,Texture2D,2048,2048,2048×2048,4194304
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/CharRes/NPC/Common/Textures/Skin/T_4029629420_Skin01_A_D.T_4029629420_Skin01_A_D,T_4029629420_Skin01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_03_N.T_Jitter_03_N,T_Jitter_03_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210118/Default,NPC/Class_A/210118,SilverPalace/Content/ArtRes/Common/Textures/Noise/T_Jitter_04_N.T_Jitter_04_N,T_Jitter_04_N,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_A_D.T_210119_Body01_A_D,T_210119_Body01_A_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_A_LBMaskSP.T_210119_Body01_A_LBMaskSP,T_210119_Body01_A_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_A_MRA.T_210119_Body01_A_MRA,T_210119_Body01_A_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_A_N.T_210119_Body01_A_N,T_210119_Body01_A_N,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_B_D.T_210119_Body01_B_D,T_210119_Body01_B_D,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_B_E.T_210119_Body01_B_E,T_210119_Body01_B_E,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_B_LBMaskSP.T_210119_Body01_B_LBMaskSP,T_210119_Body01_B_LBMaskSP,Texture2D,256,256,256×256,65536
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Body01_B_MRA.T_210119_Body01_B_MRA,T_210119_Body01_B_MRA,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Face01_A_SDF.T_210119_Face01_A_SDF,T_210119_Face01_A_SDF,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Hair01_A_LBMaskPS.T_210119_Hair01_A_LBMaskPS,T_210119_Hair01_A_LBMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Hair01_A_OSMaskPS.T_210119_Hair01_A_OSMaskPS,T_210119_Hair01_A_OSMaskPS,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Hair01_A_PromMask.T_210119_Hair01_A_PromMask,T_210119_Hair01_A_PromMask,Texture2D,1024,1024,1024×1024,1048576
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Hat01_A_D.T_210119_Hat01_A_D,T_210119_Hat01_A_D,Texture2D,512,512,512×512,262144
NPC/Class_A/210119/Default,NPC/Class_A/210119,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Textures/T_210119_Hat01_A_LBMaskSP.T_210119_Hat01_A_LBMaskSP,T_210119_Hat01_A_LBMaskSP,Texture2D,128,128,128×128,16384
