assembly_id,category,logical_character_id,visual_variant,state,component,mesh_path,mesh_name,mesh_class,lod_count,lod0_triangles,skeleton_path,reference_bone_count
NPC/Class_A/210106/Default,NPC,NPC/Class_A/210106,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Body01.SK_210106_Body01,SK_210106_Body01,SkeletalMesh,5,12600,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Body01_Skeleton.SK_210106_Body01_Skeleton,307
NPC/Class_A/210106/Default,NPC,NPC/Class_A/210106,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Face01.SK_210106_Face01,SK_210106_Face01,SkeletalMesh,5,3422,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Body01_Skeleton.SK_210106_Body01_Skeleton,307
NPC/Class_A/210106/Default,NPC,NPC/Class_A/210106,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Hair01.SK_210106_Hair01,SK_210106_Hair01,SkeletalMesh,5,7103,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Body01_Skeleton.SK_210106_Body01_Skeleton,307
NPC/Class_A/210106/Default,NPC,NPC/Class_A/210106,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Hat01.SK_210106_Hat01,SK_210106_Hat01,SkeletalMesh,5,1034,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210106/Role/Meshes/SK_210106_Body01_Skeleton.SK_210106_Body01_Skeleton,307
NPC/Class_A/210107/Default,NPC,NPC/Class_A/210107,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Body01.SK_210107_Body01,SK_210107_Body01,SkeletalMesh,5,12522,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Body01_Skeleton.SK_210107_Body01_Skeleton,219
NPC/Class_A/210107/Default,NPC,NPC/Class_A/210107,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Face01.SK_210107_Face01,SK_210107_Face01,SkeletalMesh,5,3496,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Body01_Skeleton.SK_210107_Body01_Skeleton,219
NPC/Class_A/210107/Default,NPC,NPC/Class_A/210107,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Hair01.SK_210107_Hair01,SK_210107_Hair01,SkeletalMesh,5,6434,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Body01_Skeleton.SK_210107_Body01_Skeleton,219
NPC/Class_A/210107/Default,NPC,NPC/Class_A/210107,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Hat01.SK_210107_Hat01,SK_210107_Hat01,SkeletalMesh,5,1616,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210107/Role/Meshes/SK_210107_Body01_Skeleton.SK_210107_Body01_Skeleton,219
NPC/Class_A/210110/Default,NPC,NPC/Class_A/210110,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210110/Role/Meshes/SK_210110_Body01.SK_210110_Body01,SK_210110_Body01,SkeletalMesh,5,13183,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210110/Role/Meshes/SK_210110_Body01_Skeleton.SK_210110_Body01_Skeleton,272
NPC/Class_A/210110/Default,NPC,NPC/Class_A/210110,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210110/Role/Meshes/SK_210110_Face01.SK_210110_Face01,SK_210110_Face01,SkeletalMesh,5,3422,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210110/Role/Meshes/SK_210110_Body01_Skeleton.SK_210110_Body01_Skeleton,272
NPC/Class_A/210110/Default,NPC,NPC/Class_A/210110,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210110/Role/Meshes/SK_210110_Hair01.SK_210110_Hair01,SK_210110_Hair01,SkeletalMesh,5,4972,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210110/Role/Meshes/SK_210110_Body01_Skeleton.SK_210110_Body01_Skeleton,272
NPC/Class_A/210111/Default,NPC,NPC/Class_A/210111,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210111/Role/Meshes/SK_210111_Body01.SK_210111_Body01,SK_210111_Body01,SkeletalMesh,5,38509,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210111/Role/Meshes/SK_210111_Body01_Skeleton.SK_210111_Body01_Skeleton,193
NPC/Class_A/210111/Default,NPC,NPC/Class_A/210111,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210111/Role/Meshes/SK_210111_Face01.SK_210111_Face01,SK_210111_Face01,SkeletalMesh,5,2998,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210111/Role/Meshes/SK_210111_Body01_Skeleton.SK_210111_Body01_Skeleton,193
NPC/Class_A/210111/Default,NPC,NPC/Class_A/210111,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210111/Role/Meshes/SK_210111_Hair01.SK_210111_Hair01,SK_210111_Hair01,SkeletalMesh,5,246,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210111/Role/Meshes/SK_210111_Body01_Skeleton.SK_210111_Body01_Skeleton,193
NPC/Class_A/210112/Default,NPC,NPC/Class_A/210112,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210112/Role/Meshes/SK_210112_Body01.SK_210112_Body01,SK_210112_Body01,SkeletalMesh,5,12737,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210112/Role/Meshes/SK_210112_Body01_Skeleton.SK_210112_Body01_Skeleton,189
NPC/Class_A/210112/Default,NPC,NPC/Class_A/210112,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210112/Role/Meshes/SK_210112_Face01.SK_210112_Face01,SK_210112_Face01,SkeletalMesh,5,3422,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210112/Role/Meshes/SK_210112_Body01_Skeleton.SK_210112_Body01_Skeleton,189
NPC/Class_A/210112/Default,NPC,NPC/Class_A/210112,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210112/Role/Meshes/SK_210112_Hair01.SK_210112_Hair01,SK_210112_Hair01,SkeletalMesh,5,7699,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210112/Role/Meshes/SK_210112_Body01_Skeleton.SK_210112_Body01_Skeleton,189
NPC/Class_A/210113/Default,NPC,NPC/Class_A/210113,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Body01.SK_210113_Body01,SK_210113_Body01,SkeletalMesh,5,14404,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Body01_Skeleton.SK_210113_Body01_Skeleton,301
NPC/Class_A/210113/Default,NPC,NPC/Class_A/210113,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Face01.SK_210113_Face01,SK_210113_Face01,SkeletalMesh,5,3492,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Body01_Skeleton.SK_210113_Body01_Skeleton,301
NPC/Class_A/210113/Default,NPC,NPC/Class_A/210113,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Hair01.SK_210113_Hair01,SK_210113_Hair01,SkeletalMesh,5,5468,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Body01_Skeleton.SK_210113_Body01_Skeleton,301
NPC/Class_A/210113/Default,NPC,NPC/Class_A/210113,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Hat01.SK_210113_Hat01,SK_210113_Hat01,SkeletalMesh,5,1535,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210113/Role/Meshes/SK_210113_Body01_Skeleton.SK_210113_Body01_Skeleton,301
NPC/Class_A/210114/Default,NPC,NPC/Class_A/210114,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Body01.SK_210114_Body01,SK_210114_Body01,SkeletalMesh,5,16672,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Body01_Skeleton.SK_210114_Body01_Skeleton,272
NPC/Class_A/210114/Default,NPC,NPC/Class_A/210114,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Face01.SK_210114_Face01,SK_210114_Face01,SkeletalMesh,5,3496,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Body01_Skeleton.SK_210114_Body01_Skeleton,268
NPC/Class_A/210114/Default,NPC,NPC/Class_A/210114,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Hair01.SK_210114_Hair01,SK_210114_Hair01,SkeletalMesh,5,11998,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Body01_Skeleton.SK_210114_Body01_Skeleton,268
NPC/Class_A/210114/Default,NPC,NPC/Class_A/210114,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Hat01.SK_210114_Hat01,SK_210114_Hat01,SkeletalMesh,5,1488,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210114/Role/Meshes/SK_210114_Body01_Skeleton.SK_210114_Body01_Skeleton,268
NPC/Class_A/210116/Default,NPC,NPC/Class_A/210116,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Body01.SK_210116_Body01,SK_210116_Body01,SkeletalMesh,5,14532,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Body01_Skeleton.SK_210116_Body01_Skeleton,217
NPC/Class_A/210116/Default,NPC,NPC/Class_A/210116,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Face01.SK_210116_Face01,SK_210116_Face01,SkeletalMesh,5,3422,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Body01_Skeleton.SK_210116_Body01_Skeleton,217
NPC/Class_A/210116/Default,NPC,NPC/Class_A/210116,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Hair01.SK_210116_Hair01,SK_210116_Hair01,SkeletalMesh,5,8093,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Body01_Skeleton.SK_210116_Body01_Skeleton,217
NPC/Class_A/210116/Default,NPC,NPC/Class_A/210116,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Hat01.SK_210116_Hat01,SK_210116_Hat01,SkeletalMesh,5,2026,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210116/Role/Meshes/SK_210116_Body01_Skeleton.SK_210116_Body01_Skeleton,217
NPC/Class_A/210117/Default,NPC,NPC/Class_A/210117,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Body01.SK_210117_Body01,SK_210117_Body01,SkeletalMesh,5,15877,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Body01_Skeleton.SK_210117_Body01_Skeleton,279
NPC/Class_A/210117/Default,NPC,NPC/Class_A/210117,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Face01.SK_210117_Face01,SK_210117_Face01,SkeletalMesh,5,3478,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Body01_Skeleton.SK_210117_Body01_Skeleton,281
NPC/Class_A/210117/Default,NPC,NPC/Class_A/210117,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Hair01.SK_210117_Hair01,SK_210117_Hair01,SkeletalMesh,5,6114,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Body01_Skeleton.SK_210117_Body01_Skeleton,279
NPC/Class_A/210117/Default,NPC,NPC/Class_A/210117,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Hat01.SK_210117_Hat01,SK_210117_Hat01,SkeletalMesh,5,1437,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210117/Role/Meshes/SK_210117_Body01_Skeleton.SK_210117_Body01_Skeleton,279
NPC/Class_A/210118/Default,NPC,NPC/Class_A/210118,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Meshes/SK_210118_Body01.SK_210118_Body01,SK_210118_Body01,SkeletalMesh,5,15227,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Meshes/SK_210118_Body01_Skeleton.SK_210118_Body01_Skeleton,302
NPC/Class_A/210118/Default,NPC,NPC/Class_A/210118,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Meshes/SK_210118_Face01.SK_210118_Face01,SK_210118_Face01,SkeletalMesh,5,3428,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Meshes/SK_210118_Body01_Skeleton.SK_210118_Body01_Skeleton,302
NPC/Class_A/210118/Default,NPC,NPC/Class_A/210118,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Meshes/SK_210118_Hair01.SK_210118_Hair01,SK_210118_Hair01,SkeletalMesh,5,6283,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210118/Role/Meshes/SK_210118_Body01_Skeleton.SK_210118_Body01_Skeleton,302
NPC/Class_A/210119/Default,NPC,NPC/Class_A/210119,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Body01.SK_210119_Body01,SK_210119_Body01,SkeletalMesh,5,18386,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Body01_Skeleton.SK_210119_Body01_Skeleton,343
NPC/Class_A/210119/Default,NPC,NPC/Class_A/210119,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Face01.SK_210119_Face01,SK_210119_Face01,SkeletalMesh,5,3478,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Body01_Skeleton.SK_210119_Body01_Skeleton,343
NPC/Class_A/210119/Default,NPC,NPC/Class_A/210119,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Hair01.SK_210119_Hair01,SK_210119_Hair01,SkeletalMesh,5,4972,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Body01_Skeleton.SK_210119_Body01_Skeleton,343
NPC/Class_A/210119/Default,NPC,NPC/Class_A/210119,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Hat01.SK_210119_Hat01,SK_210119_Hat01,SkeletalMesh,5,1488,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210119/Role/Meshes/SK_210119_Body01_Skeleton.SK_210119_Body01_Skeleton,343
NPC/Class_A/210120/Default,NPC,NPC/Class_A/210120,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Body01.SK_210120_Body01,SK_210120_Body01,SkeletalMesh,5,18386,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Body01_Skeleton.SK_210120_Body01_Skeleton,337
NPC/Class_A/210120/Default,NPC,NPC/Class_A/210120,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Face01.SK_210120_Face01,SK_210120_Face01,SkeletalMesh,5,3452,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Body01_Skeleton.SK_210120_Body01_Skeleton,333
NPC/Class_A/210120/Default,NPC,NPC/Class_A/210120,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Hair01.SK_210120_Hair01,SK_210120_Hair01,SkeletalMesh,5,5241,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Body01_Skeleton.SK_210120_Body01_Skeleton,333
NPC/Class_A/210120/Default,NPC,NPC/Class_A/210120,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Hat01.SK_210120_Hat01,SK_210120_Hat01,SkeletalMesh,5,1488,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210120/Role/Meshes/SK_210120_Body01_Skeleton.SK_210120_Body01_Skeleton,333
NPC/Class_A/210121/Default,NPC,NPC/Class_A/210121,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210121/Role/Meshes/SK_210121_Body01.SK_210121_Body01,SK_210121_Body01,SkeletalMesh,5,12526,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210121/Role/Meshes/SK_210121_Body01_Skeleton.SK_210121_Body01_Skeleton,246
NPC/Class_A/210121/Default,NPC,NPC/Class_A/210121,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210121/Role/Meshes/SK_210121_Face01.SK_210121_Face01,SK_210121_Face01,SkeletalMesh,5,2990,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210121/Role/Meshes/SK_210121_Body01_Skeleton.SK_210121_Body01_Skeleton,246
NPC/Class_A/210121/Default,NPC,NPC/Class_A/210121,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210121/Role/Meshes/SK_210121_Hair01.SK_210121_Hair01,SK_210121_Hair01,SkeletalMesh,5,6581,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210121/Role/Meshes/SK_210121_Body01_Skeleton.SK_210121_Body01_Skeleton,246
NPC/Class_A/210122/Default,NPC,NPC/Class_A/210122,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210122/Role/Meshes/SK_210122_Body01.SK_210122_Body01,SK_210122_Body01,SkeletalMesh,5,14027,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210122/Role/Meshes/SK_210122_Body01_Skeleton.SK_210122_Body01_Skeleton,205
NPC/Class_A/210122/Default,NPC,NPC/Class_A/210122,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210122/Role/Meshes/SK_210122_Face01.SK_210122_Face01,SK_210122_Face01,SkeletalMesh,5,3486,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210122/Role/Meshes/SK_210122_Body01_Skeleton.SK_210122_Body01_Skeleton,205
NPC/Class_A/210122/Default,NPC,NPC/Class_A/210122,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210122/Role/Meshes/SK_210122_Hair01.SK_210122_Hair01,SK_210122_Hair01,SkeletalMesh,5,6236,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210122/Role/Meshes/SK_210122_Body01_Skeleton.SK_210122_Body01_Skeleton,205
NPC/Class_A/210123/Default,NPC,NPC/Class_A/210123,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210123/Role/Meshes/SK_210123_Body01.SK_210123_Body01,SK_210123_Body01,SkeletalMesh,5,13771,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210123/Role/Meshes/SK_210123_Body01_Skeleton.SK_210123_Body01_Skeleton,182
NPC/Class_A/210123/Default,NPC,NPC/Class_A/210123,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210123/Role/Meshes/SK_210123_Face01.SK_210123_Face01,SK_210123_Face01,SkeletalMesh,5,3430,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210123/Role/Meshes/SK_210123_Body01_Skeleton.SK_210123_Body01_Skeleton,182
NPC/Class_A/210123/Default,NPC,NPC/Class_A/210123,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210123/Role/Meshes/SK_210123_Hair01.SK_210123_Hair01,SK_210123_Hair01,SkeletalMesh,5,6715,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210123/Role/Meshes/SK_210123_Body01_Skeleton.SK_210123_Body01_Skeleton,182
NPC/Class_A/210124/Default,NPC,NPC/Class_A/210124,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210124/Role/Meshes/SK_210124_Body01.SK_210124_Body01,SK_210124_Body01,SkeletalMesh,5,11588,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210124/Role/Meshes/SK_210124_Body01_Skeleton.SK_210124_Body01_Skeleton,183
NPC/Class_A/210124/Default,NPC,NPC/Class_A/210124,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210124/Role/Meshes/SK_210124_Face01.SK_210124_Face01,SK_210124_Face01,SkeletalMesh,5,3600,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210124/Role/Meshes/SK_210124_Body01_Skeleton.SK_210124_Body01_Skeleton,183
NPC/Class_A/210124/Default,NPC,NPC/Class_A/210124,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210124/Role/Meshes/SK_210124_Hair01.SK_210124_Hair01,SK_210124_Hair01,SkeletalMesh,5,6387,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210124/Role/Meshes/SK_210124_Body01_Skeleton.SK_210124_Body01_Skeleton,183
NPC/Class_A/210125/Default,NPC,NPC/Class_A/210125,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Body01.SK_210125_Body01,SK_210125_Body01,SkeletalMesh,5,16072,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Body01_Skeleton.SK_210125_Body01_Skeleton,251
NPC/Class_A/210125/Default,NPC,NPC/Class_A/210125,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Face01.SK_210125_Face01,SK_210125_Face01,SkeletalMesh,5,3452,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Body01_Skeleton.SK_210125_Body01_Skeleton,251
NPC/Class_A/210125/Default,NPC,NPC/Class_A/210125,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Hair01.SK_210125_Hair01,SK_210125_Hair01,SkeletalMesh,5,6177,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Body01_Skeleton.SK_210125_Body01_Skeleton,251
NPC/Class_A/210125/Default,NPC,NPC/Class_A/210125,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Hat01.SK_210125_Hat01,SK_210125_Hat01,SkeletalMesh,5,1304,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210125/Role/Meshes/SK_210125_Body01_Skeleton.SK_210125_Body01_Skeleton,251
NPC/Class_A/210126/Default,NPC,NPC/Class_A/210126,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Body01.SK_210126_Body01,SK_210126_Body01,SkeletalMesh,5,29384,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Body01_Skeleton.SK_210126_Body01_Skeleton,200
NPC/Class_A/210126/Default,NPC,NPC/Class_A/210126,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Face01.SK_210126_Face01,SK_210126_Face01,SkeletalMesh,5,3422,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Body01_Skeleton.SK_210126_Body01_Skeleton,200
NPC/Class_A/210126/Default,NPC,NPC/Class_A/210126,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Hair01.SK_210126_Hair01,SK_210126_Hair01,SkeletalMesh,5,5070,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Body01_Skeleton.SK_210126_Body01_Skeleton,200
NPC/Class_A/210126/Default,NPC,NPC/Class_A/210126,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Hat01.SK_210126_Hat01,SK_210126_Hat01,SkeletalMesh,5,3224,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210126/Role/Meshes/SK_210126_Body01_Skeleton.SK_210126_Body01_Skeleton,200
NPC/Class_A/210127/Default,NPC,NPC/Class_A/210127,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Body01.SK_210127_Body01,SK_210127_Body01,SkeletalMesh,5,29384,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Body01_Skeleton.SK_210127_Body01_Skeleton,217
NPC/Class_A/210127/Default,NPC,NPC/Class_A/210127,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Face01.SK_210127_Face01,SK_210127_Face01,SkeletalMesh,5,3462,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Body01_Skeleton.SK_210127_Body01_Skeleton,217
NPC/Class_A/210127/Default,NPC,NPC/Class_A/210127,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Hair01.SK_210127_Hair01,SK_210127_Hair01,SkeletalMesh,5,5482,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Body01_Skeleton.SK_210127_Body01_Skeleton,217
NPC/Class_A/210127/Default,NPC,NPC/Class_A/210127,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Hat01.SK_210127_Hat01,SK_210127_Hat01,SkeletalMesh,5,3224,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210127/Role/Meshes/SK_210127_Body01_Skeleton.SK_210127_Body01_Skeleton,217
NPC/Class_A/210128/Default,NPC,NPC/Class_A/210128,Default,Default,Role,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210128/Role/Meshes/SK_210128_Body01.SK_210128_Body01,SK_210128_Body01,SkeletalMesh,5,16738,SilverPalace/Content/ArtRes/CharRes/NPC/Class_A/210128/Role/Meshes/SK_210128_Body01_Skeleton.SK_210128_Body01_Skeleton,241
