assembly_id,category,logical_character_id,display_name,visual_root,visual_variant,state,assembly_kind,mesh_count,skeletal_mesh_count,static_mesh_count,role_mesh_count,weapon_mesh_count,pet_mesh_count,summon_mesh_count,prop_mesh_count,state_mesh_count,maximum_lod_count,unique_skeleton_count,reference_bones_unique,skeleton_asset_bones_unique,animation_count_all,animation_duration_all_seconds,animation_count_core,animation_duration_core_seconds,material_package_count,texture_count
NPC/Class_A/210179/Default,NPC,NPC/Class_A/210179,210179,NPC/Class_A/210179,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,275,275,0,0,0,0,8,27
NPC/Class_A/210180/Default,NPC,NPC/Class_A/210180,210180,NPC/Class_A/210180,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,243,243,14,41.266666531562805,0,0,7,27
NPC/Class_A/210181/Default,NPC,NPC/Class_A/210181,210181,NPC/Class_A/210181,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,323,323,45,128.09999918937683,1,16.0,10,35
NPC/Class_A/210182/Default,NPC,NPC/Class_A/210182,210182,NPC/Class_A/210182,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,382,382,1,16.53333282470703,1,16.53333282470703,10,35
NPC/Class_A/210183/Default,NPC,NPC/Class_A/210183,210183,NPC/Class_A/210183,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,215,215,0,0,0,0,8,30
NPC/Class_A/210185/Default,NPC,NPC/Class_A/210185,210185,NPC/Class_A/210185,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,214,214,0,0,0,0,10,35
NPC/Class_A/210186/Default,NPC,NPC/Class_A/210186,210186,NPC/Class_A/210186,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,217,217,1,19.53333282470703,0,0,10,35
NPC/Class_A/210187/Default,NPC,NPC/Class_A/210187,210187,NPC/Class_A/210187,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,248,248,1,30.100000381469727,0,0,9,31
NPC/Class_A/210188/Default,NPC,NPC/Class_A/210188,210188,NPC/Class_A/210188,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,231,231,0,0,0,0,9,31
NPC/Class_A/210189/Default,NPC,NPC/Class_A/210189,210189,NPC/Class_A/210189,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,227,227,0,0,0,0,9,31
NPC/Class_A/210191/Default,NPC,NPC/Class_A/210191,210191,NPC/Class_A/210191,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,239,239,0,0,0,0,9,31
NPC/Class_A/210192/Default,NPC,NPC/Class_A/210192,210192,NPC/Class_A/210192,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,219,219,44,345.63332986831665,0,0,9,31
NPC/Class_A/210193/Default,NPC,NPC/Class_A/210193,210193,NPC/Class_A/210193,Default,Default,complete_npc,4,4,0,3,0,0,0,1,0,5,2,279,279,11,55.900000274181366,0,0,10,34
NPC/Class_A/210197/Default,NPC,NPC/Class_A/210197,210197,NPC/Class_A/210197,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,334,334,1,22.0,0,0,9,32
NPC/Class_A/210198/Default,NPC,NPC/Class_A/210198,210198,NPC/Class_A/210198,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,308,308,0,0,0,0,10,36
NPC/Class_A/210199/Default,NPC,NPC/Class_A/210199,210199,NPC/Class_A/210199,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,358,358,38,285.20000129938126,3,70.66666603088379,10,36
NPC/Class_A/210200/Default,NPC,NPC/Class_A/210200,210200,NPC/Class_A/210200,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,291,293,38,164.4666669368744,1,0.2666666805744171,9,31
NPC/Class_A/210201/Default,NPC,NPC/Class_A/210201,210201,NPC/Class_A/210201,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,310,310,0,0,0,0,6,30
NPC/Class_A/210202/Default,NPC,NPC/Class_A/210202,210202,NPC/Class_A/210202,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,331,331,0,0,0,0,10,37
NPC/Class_A/210203/Default,NPC,NPC/Class_A/210203,210203,NPC/Class_A/210203,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,295,295,0,0,0,0,9,31
NPC/Class_A/210204/Default,NPC,NPC/Class_A/210204,210204,NPC/Class_A/210204,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,301,301,0,0,0,0,9,31
NPC/Class_A/210205/Default,NPC,NPC/Class_A/210205,210205,NPC/Class_A/210205,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,356,356,0,0,0,0,10,37
NPC/Class_A/210206/Default,NPC,NPC/Class_A/210206,210206,NPC/Class_A/210206,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,172,199,0,0,0,0,6,16
NPC/Class_A/210207/Default,NPC,NPC/Class_A/210207,210207,NPC/Class_A/210207,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,241,279,18,102.33333376422524,2,27.900000128895044,10,36
NPC/Class_A/210208/Default,NPC,NPC/Class_A/210208,210208,NPC/Class_A/210208,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,411,411,6,27.366666793823242,1,20.0,10,35
NPC/Class_A/210209/Default,NPC,NPC/Class_A/210209,210209,NPC/Class_A/210209,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,270,334,0,0,0,0,8,32
NPC/Class_A/210210/Default,NPC,NPC/Class_A/210210,210210,NPC/Class_A/210210,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,271,413,2,20.033333335071802,2,20.033333335071802,10,35
NPC/Class_A/210211/Default,NPC,NPC/Class_A/210211,210211,NPC/Class_A/210211,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,221,221,12,75.93333387374878,0,0,9,31
NPC/Class_A/210212/Default,NPC,NPC/Class_A/210212,210212,NPC/Class_A/210212,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,199,199,23,95.26666593551636,0,0,9,31
NPC/Class_A/210213/Default,NPC,NPC/Class_A/210213,210213,NPC/Class_A/210213,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,176,176,0,0,0,0,4,18
NPC/Class_A/210214/Default,NPC,NPC/Class_A/210214,210214,NPC/Class_A/210214,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,236,236,0,0,0,0,4,17
NPC/Class_A/210215/Default,NPC,NPC/Class_A/210215,210215,NPC/Class_A/210215,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,225,225,1,11.533333778381348,1,11.533333778381348,3,13
NPC/Class_A/210216/Default,NPC,NPC/Class_A/210216,210216,NPC/Class_A/210216,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,225,225,0,0,0,0,3,13
NPC/Class_A/210217/Default,NPC,NPC/Class_A/210217,210217,NPC/Class_A/210217,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,299,299,1,4.666666507720947,0,0,7,27
NPC/Class_A/210218/Default,NPC,NPC/Class_A/210218,210218,NPC/Class_A/210218,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,178,187,5,50.79999923706055,0,0,2,8
NPC/Class_A/210219/Default,NPC,NPC/Class_A/210219,210219,NPC/Class_A/210219,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,178,178,0,0,0,0,2,8
NPC/Class_A/210221/Default,NPC,NPC/Class_A/210221,210221,NPC/Class_A/210221,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,206,248,14,125.78333342075348,0,0,4,20
NPC/Class_A/210222/Default,NPC,NPC/Class_A/210222,210222,NPC/Class_A/210222,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,101,101,0,0,0,0,1,4
NPC/Class_A/210223/Default,NPC,NPC/Class_A/210223,210223,NPC/Class_A/210223,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,187,187,36,125.6000026166439,2,12.533333539962769,1,5
NPC/Class_A/210224/Default,NPC,NPC/Class_A/210224,210224,NPC/Class_A/210224,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,342,342,0,0,0,0,9,31
NPC/Class_A/210225/Default,NPC,NPC/Class_A/210225,210225,NPC/Class_A/210225,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,349,349,0,0,0,0,9,31
NPC/Class_A/210226/Default,NPC,NPC/Class_A/210226,210226,NPC/Class_A/210226,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,379,379,0,0,0,0,9,31
NPC/Class_A/210227/Default,NPC,NPC/Class_A/210227,210227,NPC/Class_A/210227,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,334,334,0,0,0,0,9,31
NPC/Class_A/210228/Default,NPC,NPC/Class_A/210228,210228,NPC/Class_A/210228,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,361,361,3,6.799999952316284,0,0,11,42
NPC/Class_A/210229/Default,NPC,NPC/Class_A/210229,210229,NPC/Class_A/210229,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,197,197,0,0,0,0,4,21
NPC/Class_A/210230/Default,NPC,NPC/Class_A/210230,210230,NPC/Class_A/210230,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,348,533,2,5.400000095367432,0,0,5,23
NPC/Class_A/210231/Default,NPC,NPC/Class_A/210231,210231,NPC/Class_A/210231,Default,Default,complete_npc,5,5,0,5,0,0,0,0,0,5,1,342,342,47,185.83333086967468,1,55.599998474121094,6,24
NPC/Class_A/210232/Default,NPC,NPC/Class_A/210232,210232,NPC/Class_A/210232,Default,Default,complete_npc,5,5,0,5,0,0,0,0,0,5,1,342,342,2,5.400000095367432,0,0,6,23
NPC/Class_A/210233/Default,NPC,NPC/Class_A/210233,210233,NPC/Class_A/210233,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,363,365,3,6.700000047683716,0,0,5,24
NPC/Class_A/210234/Default,NPC,NPC/Class_A/210234,210234,NPC/Class_A/210234,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,300,300,2,5.400000095367432,0,0,5,23
NPC/Class_A/210235/Default,NPC,NPC/Class_A/210235,210235,NPC/Class_A/210235,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,404,404,32,145.20000022649765,0,0,12,48
NPC/Class_A/210243/Default,NPC,NPC/Class_A/210243,210243,NPC/Class_A/210243,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,236,236,122,762.0666664838791,1,17.866666793823242,7,27
NPC/Class_A/210244/Default,NPC,NPC/Class_A/210244,210244,NPC/Class_A/210244,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,217,225,12,71.9333336353302,0,0,7,27
NPC/Class_A/210245/Default,NPC,NPC/Class_A/210245,210245,NPC/Class_A/210245,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,254,254,8,31.699999809265137,0,0,7,27
NPC/Class_A/210246/Default,NPC,NPC/Class_A/210246,210246,NPC/Class_A/210246,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,237,238,8,36.63333320617676,0,0,7,27
NPC/Class_A/210258/Default,NPC,NPC/Class_A/210258,210258,NPC/Class_A/210258,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,268,398,0,0,0,0,2,9
NPC/Class_A/210259/Default,NPC,NPC/Class_A/210259,210259,NPC/Class_A/210259,Default,Default,complete_npc,2,2,0,2,0,0,0,0,0,5,1,279,279,0,0,0,0,5,19
NPC/Class_A/210260/Default,NPC,NPC/Class_A/210260,210260,NPC/Class_A/210260,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,365,365,0,0,0,0,9,29
NPC/Class_A/Boris/Default,NPC,NPC/Class_A/Boris,Boris,NPC/Class_A/Boris,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,201,201,174,915.7666666656733,22,122.33333297073841,8,30
NPC/Class_A/BurgerstackMasters/Default,NPC,NPC/Class_A/BurgerstackMasters,BurgerstackMasters,NPC/Class_A/BurgerstackMasters,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,199,199,0,0,0,0,10,34
NPC/Class_A/CharcoalGrill/Default,NPC,NPC/Class_A/CharcoalGrill,CharcoalGrill,NPC/Class_A/CharcoalGrill,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,329,329,0,0,0,0,10,30
NPC/Class_A/ChipmunkGrocery/Default,NPC,NPC/Class_A/ChipmunkGrocery,ChipmunkGrocery,NPC/Class_A/ChipmunkGrocery,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,213,213,0,0,0,0,10,34
NPC/Class_A/CoffeeShopStaff/Default,NPC,NPC/Class_A/CoffeeShopStaff,CoffeeShopStaff,NPC/Class_A/CoffeeShopStaff,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,160,160,3,7.96666693687439,0,0,9,36
NPC/Class_A/Daniel/Default,NPC,NPC/Class_A/Daniel,Daniel,NPC/Class_A/Daniel,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,240,240,214,1280.0666699111462,24,80.80000028014183,9,28
NPC/Class_A/Deliverer/Default,NPC,NPC/Class_A/Deliverer,Deliverer,NPC/Class_A/Deliverer,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,261,261,0,0,0,0,5,22
NPC/Class_A/Edgar/Default,NPC,NPC/Class_A/Edgar,Edgar,NPC/Class_A/Edgar,Default,Default,complete_npc,4,4,0,3,0,0,0,1,0,5,2,290,300,424,2696.46666765213,25,82.46666690707207,8,30
NPC/Class_A/EvanKing/Default,NPC,NPC/Class_A/EvanKing,EvanKing,NPC/Class_A/EvanKing,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,226,228,24,50.53333346545696,24,50.53333346545696,10,30
NPC/Class_A/Florina/Default,NPC,NPC/Class_A/Florina,Florina,NPC/Class_A/Florina,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,351,351,0,0,0,0,11,39
NPC/Class_A/Gelato/Default,NPC,NPC/Class_A/Gelato,Gelato,NPC/Class_A/Gelato,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,157,157,0,0,0,0,10,36
NPC/Class_A/HeartsAndArrows/Default,NPC,NPC/Class_A/HeartsAndArrows,HeartsAndArrows,NPC/Class_A/HeartsAndArrows,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,238,238,9,31.633333809673786,5,12.600000031292439,9,30
NPC/Class_A/HoneyAndMilk/Default,NPC,NPC/Class_A/HoneyAndMilk,HoneyAndMilk,NPC/Class_A/HoneyAndMilk,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,223,223,1,21.866666793823242,1,21.866666793823242,9,34
NPC/Class_A/Jekyll/Default,NPC,NPC/Class_A/Jekyll,Jekyll,NPC/Class_A/Jekyll,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,214,214,202,1304.3000033274293,26,113.60000053793192,8,30
NPC/Class_A/Jon/Default,NPC,NPC/Class_A/Jon,Jon,NPC/Class_A/Jon,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,148,148,35,1.1666667275130749,35,1.1666667275130749,6,24
NPC/Class_A/LittleCinderella/Default,NPC,NPC/Class_A/LittleCinderella,LittleCinderella,NPC/Class_A/LittleCinderella,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,328,328,0,0,0,0,12,39
NPC/Class_A/MarkedWorker/Default,NPC,NPC/Class_A/MarkedWorker,MarkedWorker,NPC/Class_A/MarkedWorker,Default,Default,complete_npc,6,6,0,6,0,0,0,0,0,5,2,410,410,9,43.43333339691162,0,0,5,25
NPC/Class_A/Miya/Default,NPC,NPC/Class_A/Miya,Miya,NPC/Class_A/Miya,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,328,329,0,0,0,0,12,39
NPC/Class_A/NightfallBoozers/Default,NPC,NPC/Class_A/NightfallBoozers,NightfallBoozers,NPC/Class_A/NightfallBoozers,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,298,298,0,0,0,0,8,26
NPC/Class_A/Pierre/Default,NPC,NPC/Class_A/Pierre,Pierre,NPC/Class_A/Pierre,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,358,359,0,0,0,0,9,31
NPC/Class_A/Pixy/Default,NPC,NPC/Class_A/Pixy,Pixy,NPC/Class_A/Pixy,Default,Default,complete_npc,5,5,0,4,0,0,0,1,0,5,1,189,189,525,1493.150004165247,315,626.6500035692006,11,38
NPC/Class_A/QuarterPastEight/Default,NPC,NPC/Class_A/QuarterPastEight,QuarterPastEight,NPC/Class_A/QuarterPastEight,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,233,233,0,0,0,0,9,26
NPC/Class_A/Rachel/Default,NPC,NPC/Class_A/Rachel,Rachel,NPC/Class_A/Rachel,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,324,324,0,0,0,0,11,35
NPC/Class_A/RacingKnight/Default,NPC,NPC/Class_A/RacingKnight,RacingKnight,NPC/Class_A/RacingKnight,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,252,252,40,30.849999990314245,40,30.849999990314245,1,1
NPC/Class_A/Rohm/Default,NPC,NPC/Class_A/Rohm,Rohm,NPC/Class_A/Rohm,Default,Default,complete_npc,5,5,0,3,0,0,0,2,0,5,3,275,280,143,608.3999943435192,27,103.46666702628136,10,31
NPC/Class_A/Solferino/Default,NPC,NPC/Class_A/Solferino,Solferino,NPC/Class_A/Solferino,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,264,264,47,273.233333773911,5,12.600000031292439,10,30
NPC/Class_A/SundayLounge/Default,NPC,NPC/Class_A/SundayLounge,SundayLounge,NPC/Class_A/SundayLounge,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,324,324,0,0,0,0,8,26
NPC/Class_A/TheVentus/Default,NPC,NPC/Class_A/TheVentus,TheVentus,NPC/Class_A/TheVentus,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,348,348,1,28.33333396911621,1,28.33333396911621,5,23
NPC/Class_A/VoicepipeCafe/Default,NPC,NPC/Class_A/VoicepipeCafe,VoicepipeCafe,NPC/Class_A/VoicepipeCafe,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,242,242,0,0,0,0,10,33
NPC/Class_A/WisdomBooks/Default,NPC,NPC/Class_A/WisdomBooks,WisdomBooks,NPC/Class_A/WisdomBooks,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,309,309,0,0,0,0,9,26
NPC/Class_S/AlexNPC/Default,NPC,NPC/Class_S/AlexNPC,AlexNPC,NPC/Class_S/AlexNPC,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,275,275,412,1518.0999988168478,233,666.3666650801897,12,38
NPC/Class_S/AndersenFemale/Default,NPC,NPC/Class_S/AndersenFemale,AndersenFemale,NPC/Class_S/AndersenFemale,Default,Default,complete_npc,7,7,0,4,0,0,0,3,0,5,4,404,404,68,282.1999980211258,0,0,12,36
NPC/Class_S/AshleyFoot/Default,NPC,NPC/Class_S/AshleyFoot,AshleyFoot,NPC/Class_S/AshleyFoot,Default,Default,complete_npc,6,6,0,4,0,0,0,2,0,5,3,437,437,64,160.26666700839996,0,0,15,57
NPC/Class_S/AshleyNPC/Default,NPC,NPC/Class_S/AshleyNPC,AshleyNPC,NPC/Class_S/AshleyNPC,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,404,404,1855,9637.166661446914,356,1079.4666660185903,13,51
NPC/Class_S/AshleyWorker/Default,NPC,NPC/Class_S/AshleyWorker,AshleyWorker,NPC/Class_S/AshleyWorker,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,361,362,4,17.833333134651184,0,0,12,53
NPC/Class_S/Augulia/Default,NPC,NPC/Class_S/Augulia,Augulia,NPC/Class_S/Augulia,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,324,324,64,192.30000138282776,1,2.7333333492279053,12,37
NPC/Class_S/Bellboy/Default,NPC,NPC/Class_S/Bellboy,Bellboy,NPC/Class_S/Bellboy,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,2,84,84,7,37.96666693687439,7,37.96666693687439,6,19
NPC/Class_S/BoboNPC/Default,NPC,NPC/Class_S/BoboNPC,BoboNPC,NPC/Class_S/BoboNPC,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,230,231,290,1196.7666672505438,218,810.2333336509764,9,34
NPC/Class_S/CaesarNPC/Default,NPC,NPC/Class_S/CaesarNPC,CaesarNPC,NPC/Class_S/CaesarNPC,Default,Default,complete_npc,3,3,0,3,0,0,0,0,0,5,1,297,297,273,947.1333362795413,212,666.6666688658297,10,31
NPC/Class_S/CeremoniaryMaster/Default,NPC,NPC/Class_S/CeremoniaryMaster,CeremoniaryMaster,NPC/Class_S/CeremoniaryMaster,Default,Default,complete_npc,4,4,0,3,0,0,0,1,0,5,2,454,454,59,165.30000239610672,1,3.3333332538604736,11,39
NPC/Class_S/Ginkgo/Default,NPC,NPC/Class_S/Ginkgo,Ginkgo,NPC/Class_S/Ginkgo,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,238,238,178,399.8666669689119,155,316.73333340510726,12,34
NPC/Class_S/Hunt/Default,NPC,NPC/Class_S/Hunt,Hunt,NPC/Class_S/Hunt,Default,Default,complete_npc,4,4,0,3,0,0,0,1,0,5,2,307,307,0,0,0,0,12,38
NPC/Class_S/MrWatch/Default,NPC,NPC/Class_S/MrWatch,MrWatch,NPC/Class_S/MrWatch,Default,Default,complete_npc,6,6,0,4,0,0,0,2,0,5,3,323,327,488,2434.533341791481,309,1027.733338382095,12,41
NPC/Class_S/MrsCosmos/Default,NPC,NPC/Class_S/MrsCosmos,MrsCosmos,NPC/Class_S/MrsCosmos,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,310,310,308,1140.1666672676802,264,833.4666672199965,12,44
NPC/Class_S/MyBarley/Default,NPC,NPC/Class_S/MyBarley,MyBarley,NPC/Class_S/MyBarley,Default,Default,complete_npc,1,1,0,1,0,0,0,0,0,5,1,207,207,0,0,0,0,3,15
NPC/Class_S/Toxic/Default,NPC,NPC/Class_S/Toxic,Toxic,NPC/Class_S/Toxic,Default,Default,complete_npc,4,4,0,4,0,0,0,0,0,5,1,346,346,0,0,0,0,11,38
