assembly_id,logical_character_id,width,height,resolution,texture_count
NPC/Class_A/210039/Default,NPC/Class_A/210039,1024,1024,1024×1024,10
NPC/Class_A/210039/Default,NPC/Class_A/210039,512,512,512×512,14
NPC/Class_A/210039/Default,NPC/Class_A/210039,256,256,256×256,6
NPC/Class_A/210039/Default,NPC/Class_A/210039,128,128,128×128,2
NPC/Class_A/210039/Default,NPC/Class_A/210039,64,64,64×64,1
NPC/Class_A/210040/Default,NPC/Class_A/210040,2048,2048,2048×2048,3
NPC/Class_A/210040/Default,NPC/Class_A/210040,1024,1024,1024×1024,11
NPC/Class_A/210040/Default,NPC/Class_A/210040,512,512,512×512,14
NPC/Class_A/210040/Default,NPC/Class_A/210040,256,256,256×256,5
NPC/Class_A/210040/Default,NPC/Class_A/210040,128,128,128×128,1
NPC/Class_A/210040/Default,NPC/Class_A/210040,64,64,64×64,1
NPC/Class_A/210041/Default,NPC/Class_A/210041,2048,2048,2048×2048,5
NPC/Class_A/210041/Default,NPC/Class_A/210041,1024,1024,1024×1024,7
NPC/Class_A/210041/Default,NPC/Class_A/210041,512,512,512×512,10
NPC/Class_A/210041/Default,NPC/Class_A/210041,256,256,256×256,3
NPC/Class_A/210041/Default,NPC/Class_A/210041,128,128,128×128,1
NPC/Class_A/210041/Default,NPC/Class_A/210041,64,64,64×64,1
NPC/Class_A/210042/Default,NPC/Class_A/210042,2048,2048,2048×2048,3
NPC/Class_A/210042/Default,NPC/Class_A/210042,1024,1024,1024×1024,12
NPC/Class_A/210042/Default,NPC/Class_A/210042,512,512,512×512,13
NPC/Class_A/210042/Default,NPC/Class_A/210042,256,256,256×256,5
NPC/Class_A/210042/Default,NPC/Class_A/210042,128,128,128×128,1
NPC/Class_A/210042/Default,NPC/Class_A/210042,64,64,64×64,1
NPC/Class_A/210043/Default,NPC/Class_A/210043,2048,2048,2048×2048,3
NPC/Class_A/210043/Default,NPC/Class_A/210043,1024,1024,1024×1024,10
NPC/Class_A/210043/Default,NPC/Class_A/210043,512,512,512×512,11
NPC/Class_A/210043/Default,NPC/Class_A/210043,256,256,256×256,5
NPC/Class_A/210043/Default,NPC/Class_A/210043,128,128,128×128,1
NPC/Class_A/210043/Default,NPC/Class_A/210043,64,64,64×64,1
NPC/Class_A/210044/Default,NPC/Class_A/210044,2048,2048,2048×2048,3
NPC/Class_A/210044/Default,NPC/Class_A/210044,1024,1024,1024×1024,7
NPC/Class_A/210044/Default,NPC/Class_A/210044,512,512,512×512,8
NPC/Class_A/210044/Default,NPC/Class_A/210044,256,256,256×256,3
NPC/Class_A/210044/Default,NPC/Class_A/210044,128,128,128×128,1
NPC/Class_A/210044/Default,NPC/Class_A/210044,64,64,64×64,1
NPC/Class_A/210044/Default,NPC/Class_A/210044,1,1,1×1,1
NPC/Class_A/210045/Default,NPC/Class_A/210045,2048,2048,2048×2048,3
NPC/Class_A/210045/Default,NPC/Class_A/210045,1024,1024,1024×1024,10
NPC/Class_A/210045/Default,NPC/Class_A/210045,512,512,512×512,13
NPC/Class_A/210045/Default,NPC/Class_A/210045,256,256,256×256,7
NPC/Class_A/210045/Default,NPC/Class_A/210045,128,128,128×128,2
NPC/Class_A/210045/Default,NPC/Class_A/210045,64,64,64×64,1
NPC/Class_A/210046/Default,NPC/Class_A/210046,2048,2048,2048×2048,3
NPC/Class_A/210046/Default,NPC/Class_A/210046,1024,1024,1024×1024,12
NPC/Class_A/210046/Default,NPC/Class_A/210046,512,512,512×512,13
NPC/Class_A/210046/Default,NPC/Class_A/210046,256,256,256×256,6
NPC/Class_A/210046/Default,NPC/Class_A/210046,128,128,128×128,2
NPC/Class_A/210046/Default,NPC/Class_A/210046,64,64,64×64,1
NPC/Class_A/210047/Default,NPC/Class_A/210047,2048,2048,2048×2048,3
NPC/Class_A/210047/Default,NPC/Class_A/210047,1024,1024,1024×1024,11
NPC/Class_A/210047/Default,NPC/Class_A/210047,512,512,512×512,13
NPC/Class_A/210047/Default,NPC/Class_A/210047,256,256,256×256,6
NPC/Class_A/210047/Default,NPC/Class_A/210047,128,128,128×128,2
NPC/Class_A/210047/Default,NPC/Class_A/210047,64,64,64×64,1
NPC/Class_A/210048/Default,NPC/Class_A/210048,2048,2048,2048×2048,3
NPC/Class_A/210048/Default,NPC/Class_A/210048,1024,1024,1024×1024,11
NPC/Class_A/210048/Default,NPC/Class_A/210048,512,512,512×512,13
NPC/Class_A/210048/Default,NPC/Class_A/210048,256,256,256×256,7
NPC/Class_A/210048/Default,NPC/Class_A/210048,128,128,128×128,1
NPC/Class_A/210048/Default,NPC/Class_A/210048,64,64,64×64,1
NPC/Class_A/210049/Default,NPC/Class_A/210049,2048,2048,2048×2048,3
NPC/Class_A/210049/Default,NPC/Class_A/210049,1024,1024,1024×1024,11
NPC/Class_A/210049/Default,NPC/Class_A/210049,512,512,512×512,13
NPC/Class_A/210049/Default,NPC/Class_A/210049,256,256,256×256,6
NPC/Class_A/210049/Default,NPC/Class_A/210049,128,128,128×128,2
NPC/Class_A/210049/Default,NPC/Class_A/210049,64,64,64×64,1
NPC/Class_A/210050/Default,NPC/Class_A/210050,2048,2048,2048×2048,3
NPC/Class_A/210050/Default,NPC/Class_A/210050,1024,1024,1024×1024,11
NPC/Class_A/210050/Default,NPC/Class_A/210050,512,512,512×512,12
NPC/Class_A/210050/Default,NPC/Class_A/210050,256,256,256×256,6
NPC/Class_A/210050/Default,NPC/Class_A/210050,128,128,128×128,2
NPC/Class_A/210050/Default,NPC/Class_A/210050,64,64,64×64,1
NPC/Class_A/210051/Default,NPC/Class_A/210051,2048,2048,2048×2048,3
NPC/Class_A/210051/Default,NPC/Class_A/210051,1024,1024,1024×1024,10
NPC/Class_A/210051/Default,NPC/Class_A/210051,512,512,512×512,9
NPC/Class_A/210051/Default,NPC/Class_A/210051,256,256,256×256,5
NPC/Class_A/210051/Default,NPC/Class_A/210051,128,128,128×128,1
NPC/Class_A/210051/Default,NPC/Class_A/210051,64,64,64×64,1
NPC/Class_A/210052/Default,NPC/Class_A/210052,2048,2048,2048×2048,5
NPC/Class_A/210052/Default,NPC/Class_A/210052,1024,1024,1024×1024,10
NPC/Class_A/210052/Default,NPC/Class_A/210052,512,512,512×512,10
NPC/Class_A/210052/Default,NPC/Class_A/210052,256,256,256×256,5
NPC/Class_A/210052/Default,NPC/Class_A/210052,128,128,128×128,1
NPC/Class_A/210052/Default,NPC/Class_A/210052,64,64,64×64,1
NPC/Class_A/210053/Default,NPC/Class_A/210053,2048,2048,2048×2048,3
NPC/Class_A/210053/Default,NPC/Class_A/210053,1024,1024,1024×1024,11
NPC/Class_A/210053/Default,NPC/Class_A/210053,512,512,512×512,13
NPC/Class_A/210053/Default,NPC/Class_A/210053,256,256,256×256,6
NPC/Class_A/210053/Default,NPC/Class_A/210053,128,128,128×128,2
NPC/Class_A/210053/Default,NPC/Class_A/210053,64,64,64×64,1
NPC/Class_A/210054/Default,NPC/Class_A/210054,2048,2048,2048×2048,3
NPC/Class_A/210054/Default,NPC/Class_A/210054,1024,1024,1024×1024,10
NPC/Class_A/210054/Default,NPC/Class_A/210054,512,512,512×512,11
NPC/Class_A/210054/Default,NPC/Class_A/210054,256,256,256×256,5
NPC/Class_A/210054/Default,NPC/Class_A/210054,128,128,128×128,1
NPC/Class_A/210054/Default,NPC/Class_A/210054,64,64,64×64,1
NPC/Class_A/210055/Default,NPC/Class_A/210055,2048,2048,2048×2048,3
NPC/Class_A/210055/Default,NPC/Class_A/210055,1024,1024,1024×1024,10
NPC/Class_A/210055/Default,NPC/Class_A/210055,512,512,512×512,12
NPC/Class_A/210055/Default,NPC/Class_A/210055,256,256,256×256,5
NPC/Class_A/210055/Default,NPC/Class_A/210055,128,128,128×128,1
NPC/Class_A/210055/Default,NPC/Class_A/210055,64,64,64×64,1
NPC/Class_A/210056/Default,NPC/Class_A/210056,2048,2048,2048×2048,3
NPC/Class_A/210056/Default,NPC/Class_A/210056,1024,1024,1024×1024,10
NPC/Class_A/210056/Default,NPC/Class_A/210056,512,512,512×512,12
NPC/Class_A/210056/Default,NPC/Class_A/210056,256,256,256×256,5
NPC/Class_A/210056/Default,NPC/Class_A/210056,128,128,128×128,1
NPC/Class_A/210056/Default,NPC/Class_A/210056,64,64,64×64,1
NPC/Class_A/210057/Default,NPC/Class_A/210057,2048,2048,2048×2048,3
NPC/Class_A/210057/Default,NPC/Class_A/210057,1024,1024,1024×1024,10
NPC/Class_A/210057/Default,NPC/Class_A/210057,512,512,512×512,12
NPC/Class_A/210057/Default,NPC/Class_A/210057,256,256,256×256,5
NPC/Class_A/210057/Default,NPC/Class_A/210057,128,128,128×128,1
NPC/Class_A/210057/Default,NPC/Class_A/210057,64,64,64×64,1
NPC/Class_A/210058/Default,NPC/Class_A/210058,2048,2048,2048×2048,5
NPC/Class_A/210058/Default,NPC/Class_A/210058,1024,1024,1024×1024,8
NPC/Class_A/210058/Default,NPC/Class_A/210058,512,512,512×512,11
NPC/Class_A/210058/Default,NPC/Class_A/210058,256,256,256×256,4
NPC/Class_A/210058/Default,NPC/Class_A/210058,128,128,128×128,2
NPC/Class_A/210058/Default,NPC/Class_A/210058,64,64,64×64,1
NPC/Class_A/210059/Default,NPC/Class_A/210059,2048,2048,2048×2048,4
NPC/Class_A/210059/Default,NPC/Class_A/210059,1024,1024,1024×1024,4
NPC/Class_A/210059/Default,NPC/Class_A/210059,512,512,512×512,2
NPC/Class_A/210060/Default,NPC/Class_A/210060,2048,2048,2048×2048,3
NPC/Class_A/210060/Default,NPC/Class_A/210060,1024,1024,1024×1024,10
NPC/Class_A/210060/Default,NPC/Class_A/210060,512,512,512×512,11
NPC/Class_A/210060/Default,NPC/Class_A/210060,256,256,256×256,5
NPC/Class_A/210060/Default,NPC/Class_A/210060,128,128,128×128,1
NPC/Class_A/210060/Default,NPC/Class_A/210060,64,64,64×64,1
NPC/Class_A/210061/Default,NPC/Class_A/210061,2048,2048,2048×2048,3
NPC/Class_A/210061/Default,NPC/Class_A/210061,1024,1024,1024×1024,10
NPC/Class_A/210061/Default,NPC/Class_A/210061,512,512,512×512,12
NPC/Class_A/210061/Default,NPC/Class_A/210061,256,256,256×256,3
NPC/Class_A/210061/Default,NPC/Class_A/210061,128,128,128×128,1
NPC/Class_A/210062/Default,NPC/Class_A/210062,2048,2048,2048×2048,3
NPC/Class_A/210062/Default,NPC/Class_A/210062,1024,1024,1024×1024,10
NPC/Class_A/210062/Default,NPC/Class_A/210062,512,512,512×512,12
NPC/Class_A/210062/Default,NPC/Class_A/210062,256,256,256×256,6
NPC/Class_A/210062/Default,NPC/Class_A/210062,128,128,128×128,1
NPC/Class_A/210062/Default,NPC/Class_A/210062,64,64,64×64,1
NPC/Class_A/210063/Default,NPC/Class_A/210063,2048,2048,2048×2048,3
NPC/Class_A/210063/Default,NPC/Class_A/210063,1024,1024,1024×1024,11
NPC/Class_A/210063/Default,NPC/Class_A/210063,512,512,512×512,13
NPC/Class_A/210063/Default,NPC/Class_A/210063,256,256,256×256,6
NPC/Class_A/210063/Default,NPC/Class_A/210063,128,128,128×128,2
NPC/Class_A/210063/Default,NPC/Class_A/210063,64,64,64×64,1
NPC/Class_A/210064/Default,NPC/Class_A/210064,2048,2048,2048×2048,5
NPC/Class_A/210064/Default,NPC/Class_A/210064,1024,1024,1024×1024,7
NPC/Class_A/210064/Default,NPC/Class_A/210064,512,512,512×512,10
NPC/Class_A/210064/Default,NPC/Class_A/210064,256,256,256×256,1
NPC/Class_A/210064/Default,NPC/Class_A/210064,128,128,128×128,1
NPC/Class_A/210065/Default,NPC/Class_A/210065,2048,2048,2048×2048,3
NPC/Class_A/210065/Default,NPC/Class_A/210065,1024,1024,1024×1024,11
NPC/Class_A/210065/Default,NPC/Class_A/210065,512,512,512×512,12
NPC/Class_A/210065/Default,NPC/Class_A/210065,256,256,256×256,6
NPC/Class_A/210065/Default,NPC/Class_A/210065,128,128,128×128,2
NPC/Class_A/210065/Default,NPC/Class_A/210065,64,64,64×64,1
NPC/Class_A/210066/Default,NPC/Class_A/210066,2048,2048,2048×2048,4
NPC/Class_A/210066/Default,NPC/Class_A/210066,1024,1024,1024×1024,12
NPC/Class_A/210066/Default,NPC/Class_A/210066,512,512,512×512,12
NPC/Class_A/210066/Default,NPC/Class_A/210066,256,256,256×256,6
NPC/Class_A/210066/Default,NPC/Class_A/210066,128,128,128×128,2
NPC/Class_A/210066/Default,NPC/Class_A/210066,64,64,64×64,1
NPC/Class_A/210067/Default,NPC/Class_A/210067,2048,2048,2048×2048,3
NPC/Class_A/210067/Default,NPC/Class_A/210067,1024,1024,1024×1024,11
NPC/Class_A/210067/Default,NPC/Class_A/210067,512,512,512×512,11
NPC/Class_A/210067/Default,NPC/Class_A/210067,256,256,256×256,5
NPC/Class_A/210067/Default,NPC/Class_A/210067,128,128,128×128,1
NPC/Class_A/210067/Default,NPC/Class_A/210067,64,64,64×64,1
NPC/Class_A/210068/Default,NPC/Class_A/210068,2048,2048,2048×2048,3
NPC/Class_A/210068/Default,NPC/Class_A/210068,1024,1024,1024×1024,10
NPC/Class_A/210068/Default,NPC/Class_A/210068,512,512,512×512,10
NPC/Class_A/210068/Default,NPC/Class_A/210068,256,256,256×256,5
NPC/Class_A/210068/Default,NPC/Class_A/210068,128,128,128×128,1
NPC/Class_A/210068/Default,NPC/Class_A/210068,64,64,64×64,1
NPC/Class_A/210069/Default,NPC/Class_A/210069,2048,2048,2048×2048,3
NPC/Class_A/210069/Default,NPC/Class_A/210069,1024,1024,1024×1024,7
NPC/Class_A/210069/Default,NPC/Class_A/210069,512,512,512×512,8
NPC/Class_A/210069/Default,NPC/Class_A/210069,256,256,256×256,3
NPC/Class_A/210069/Default,NPC/Class_A/210069,128,128,128×128,1
NPC/Class_A/210069/Default,NPC/Class_A/210069,64,64,64×64,1
NPC/Class_A/210069/Default,NPC/Class_A/210069,1,1,1×1,1
NPC/Class_A/210070/Default,NPC/Class_A/210070,2048,2048,2048×2048,3
NPC/Class_A/210070/Default,NPC/Class_A/210070,1024,1024,1024×1024,12
NPC/Class_A/210070/Default,NPC/Class_A/210070,512,512,512×512,10
NPC/Class_A/210070/Default,NPC/Class_A/210070,256,256,256×256,5
NPC/Class_A/210070/Default,NPC/Class_A/210070,128,128,128×128,1
NPC/Class_A/210070/Default,NPC/Class_A/210070,64,64,64×64,1
NPC/Class_A/210071/Default,NPC/Class_A/210071,2048,2048,2048×2048,3
NPC/Class_A/210071/Default,NPC/Class_A/210071,1024,1024,1024×1024,11
NPC/Class_A/210071/Default,NPC/Class_A/210071,512,512,512×512,10
NPC/Class_A/210071/Default,NPC/Class_A/210071,256,256,256×256,4
NPC/Class_A/210071/Default,NPC/Class_A/210071,128,128,128×128,1
NPC/Class_A/210071/Default,NPC/Class_A/210071,64,64,64×64,1
NPC/Class_A/210072/Default,NPC/Class_A/210072,2048,2048,2048×2048,3
NPC/Class_A/210072/Default,NPC/Class_A/210072,1024,1024,1024×1024,11
NPC/Class_A/210072/Default,NPC/Class_A/210072,512,512,512×512,12
NPC/Class_A/210072/Default,NPC/Class_A/210072,256,256,256×256,6
NPC/Class_A/210072/Default,NPC/Class_A/210072,128,128,128×128,2
NPC/Class_A/210072/Default,NPC/Class_A/210072,64,64,64×64,1
NPC/Class_A/210073/Default,NPC/Class_A/210073,2048,2048,2048×2048,3
NPC/Class_A/210073/Default,NPC/Class_A/210073,1024,1024,1024×1024,10
NPC/Class_A/210073/Default,NPC/Class_A/210073,512,512,512×512,14
NPC/Class_A/210073/Default,NPC/Class_A/210073,256,256,256×256,6
NPC/Class_A/210073/Default,NPC/Class_A/210073,128,128,128×128,2
NPC/Class_A/210073/Default,NPC/Class_A/210073,64,64,64×64,1
NPC/Class_A/210074/Default,NPC/Class_A/210074,2048,2048,2048×2048,6
NPC/Class_A/210074/Default,NPC/Class_A/210074,1024,1024,1024×1024,4
NPC/Class_A/210074/Default,NPC/Class_A/210074,512,512,512×512,2
NPC/Class_A/210074/Default,NPC/Class_A/210074,256,256,256×256,1
NPC/Class_A/210074/Default,NPC/Class_A/210074,128,128,128×128,1
NPC/Class_A/210075/Default,NPC/Class_A/210075,2048,2048,2048×2048,3
NPC/Class_A/210075/Default,NPC/Class_A/210075,1024,1024,1024×1024,11
NPC/Class_A/210075/Default,NPC/Class_A/210075,512,512,512×512,11
NPC/Class_A/210075/Default,NPC/Class_A/210075,256,256,256×256,5
NPC/Class_A/210075/Default,NPC/Class_A/210075,128,128,128×128,1
NPC/Class_A/210075/Default,NPC/Class_A/210075,64,64,64×64,1
NPC/Class_A/210076/Default,NPC/Class_A/210076,2048,2048,2048×2048,3
NPC/Class_A/210076/Default,NPC/Class_A/210076,1024,1024,1024×1024,12
NPC/Class_A/210076/Default,NPC/Class_A/210076,512,512,512×512,12
NPC/Class_A/210076/Default,NPC/Class_A/210076,256,256,256×256,6
NPC/Class_A/210076/Default,NPC/Class_A/210076,128,128,128×128,2
NPC/Class_A/210076/Default,NPC/Class_A/210076,64,64,64×64,1
NPC/Class_A/210077/Default,NPC/Class_A/210077,2048,2048,2048×2048,3
NPC/Class_A/210077/Default,NPC/Class_A/210077,1024,1024,1024×1024,10
NPC/Class_A/210077/Default,NPC/Class_A/210077,512,512,512×512,13
NPC/Class_A/210077/Default,NPC/Class_A/210077,256,256,256×256,7
NPC/Class_A/210077/Default,NPC/Class_A/210077,128,128,128×128,2
NPC/Class_A/210077/Default,NPC/Class_A/210077,64,64,64×64,1
NPC/Class_A/210078/Default,NPC/Class_A/210078,2048,2048,2048×2048,3
NPC/Class_A/210078/Default,NPC/Class_A/210078,1024,1024,1024×1024,11
NPC/Class_A/210078/Default,NPC/Class_A/210078,512,512,512×512,12
NPC/Class_A/210078/Default,NPC/Class_A/210078,256,256,256×256,6
NPC/Class_A/210078/Default,NPC/Class_A/210078,128,128,128×128,2
NPC/Class_A/210078/Default,NPC/Class_A/210078,64,64,64×64,1
NPC/Class_A/210079/Default,NPC/Class_A/210079,2048,2048,2048×2048,6
NPC/Class_A/210079/Default,NPC/Class_A/210079,1024,1024,1024×1024,4
NPC/Class_A/210079/Default,NPC/Class_A/210079,512,512,512×512,1
NPC/Class_A/210079/Default,NPC/Class_A/210079,256,256,256×256,1
NPC/Class_A/210079/Default,NPC/Class_A/210079,128,128,128×128,1
NPC/Class_A/210080/Default,NPC/Class_A/210080,2048,2048,2048×2048,3
NPC/Class_A/210080/Default,NPC/Class_A/210080,1024,1024,1024×1024,11
NPC/Class_A/210080/Default,NPC/Class_A/210080,512,512,512×512,13
NPC/Class_A/210080/Default,NPC/Class_A/210080,256,256,256×256,6
NPC/Class_A/210080/Default,NPC/Class_A/210080,128,128,128×128,2
NPC/Class_A/210080/Default,NPC/Class_A/210080,64,64,64×64,1
NPC/Class_A/210081/Default,NPC/Class_A/210081,2048,2048,2048×2048,5
NPC/Class_A/210081/Default,NPC/Class_A/210081,1024,1024,1024×1024,7
NPC/Class_A/210081/Default,NPC/Class_A/210081,512,512,512×512,9
NPC/Class_A/210081/Default,NPC/Class_A/210081,256,256,256×256,3
NPC/Class_A/210081/Default,NPC/Class_A/210081,128,128,128×128,1
NPC/Class_A/210081/Default,NPC/Class_A/210081,64,64,64×64,1
NPC/Class_A/210082/Default,NPC/Class_A/210082,2048,2048,2048×2048,3
NPC/Class_A/210082/Default,NPC/Class_A/210082,1024,1024,1024×1024,8
NPC/Class_A/210082/Default,NPC/Class_A/210082,512,512,512×512,7
NPC/Class_A/210082/Default,NPC/Class_A/210082,256,256,256×256,3
NPC/Class_A/210082/Default,NPC/Class_A/210082,128,128,128×128,1
NPC/Class_A/210082/Default,NPC/Class_A/210082,64,64,64×64,1
NPC/Class_A/210083/Default,NPC/Class_A/210083,2048,2048,2048×2048,5
NPC/Class_A/210083/Default,NPC/Class_A/210083,1024,1024,1024×1024,9
NPC/Class_A/210083/Default,NPC/Class_A/210083,512,512,512×512,11
NPC/Class_A/210083/Default,NPC/Class_A/210083,256,256,256×256,4
NPC/Class_A/210083/Default,NPC/Class_A/210083,128,128,128×128,2
NPC/Class_A/210083/Default,NPC/Class_A/210083,64,64,64×64,1
NPC/Class_A/210084/Default,NPC/Class_A/210084,2048,2048,2048×2048,3
NPC/Class_A/210084/Default,NPC/Class_A/210084,1024,1024,1024×1024,11
NPC/Class_A/210084/Default,NPC/Class_A/210084,512,512,512×512,13
NPC/Class_A/210084/Default,NPC/Class_A/210084,256,256,256×256,6
NPC/Class_A/210084/Default,NPC/Class_A/210084,128,128,128×128,2
NPC/Class_A/210084/Default,NPC/Class_A/210084,64,64,64×64,1
NPC/Class_A/210085/Default,NPC/Class_A/210085,2048,2048,2048×2048,3
NPC/Class_A/210085/Default,NPC/Class_A/210085,1024,1024,1024×1024,10
NPC/Class_A/210085/Default,NPC/Class_A/210085,512,512,512×512,12
NPC/Class_A/210085/Default,NPC/Class_A/210085,256,256,256×256,6
NPC/Class_A/210085/Default,NPC/Class_A/210085,128,128,128×128,1
NPC/Class_A/210085/Default,NPC/Class_A/210085,64,64,64×64,1
NPC/Class_A/210086/Default,NPC/Class_A/210086,2048,2048,2048×2048,3
NPC/Class_A/210086/Default,NPC/Class_A/210086,1024,1024,1024×1024,13
NPC/Class_A/210086/Default,NPC/Class_A/210086,512,512,512×512,11
NPC/Class_A/210086/Default,NPC/Class_A/210086,256,256,256×256,6
NPC/Class_A/210086/Default,NPC/Class_A/210086,128,128,128×128,1
NPC/Class_A/210086/Default,NPC/Class_A/210086,64,64,64×64,1
NPC/Class_A/210087/Default,NPC/Class_A/210087,2048,2048,2048×2048,5
NPC/Class_A/210087/Default,NPC/Class_A/210087,1024,1024,1024×1024,9
NPC/Class_A/210087/Default,NPC/Class_A/210087,512,512,512×512,12
NPC/Class_A/210087/Default,NPC/Class_A/210087,256,256,256×256,4
NPC/Class_A/210087/Default,NPC/Class_A/210087,128,128,128×128,2
NPC/Class_A/210087/Default,NPC/Class_A/210087,64,64,64×64,1
NPC/Class_A/210088/Default,NPC/Class_A/210088,2048,2048,2048×2048,5
NPC/Class_A/210088/Default,NPC/Class_A/210088,1024,1024,1024×1024,7
NPC/Class_A/210088/Default,NPC/Class_A/210088,512,512,512×512,10
NPC/Class_A/210088/Default,NPC/Class_A/210088,256,256,256×256,3
NPC/Class_A/210088/Default,NPC/Class_A/210088,128,128,128×128,1
NPC/Class_A/210088/Default,NPC/Class_A/210088,64,64,64×64,1
NPC/Class_A/210089/Default,NPC/Class_A/210089,2048,2048,2048×2048,3
NPC/Class_A/210089/Default,NPC/Class_A/210089,1024,1024,1024×1024,11
NPC/Class_A/210089/Default,NPC/Class_A/210089,512,512,512×512,11
NPC/Class_A/210089/Default,NPC/Class_A/210089,256,256,256×256,5
NPC/Class_A/210089/Default,NPC/Class_A/210089,128,128,128×128,1
NPC/Class_A/210089/Default,NPC/Class_A/210089,64,64,64×64,1
NPC/Class_A/210090/Default,NPC/Class_A/210090,2048,2048,2048×2048,5
NPC/Class_A/210090/Default,NPC/Class_A/210090,1024,1024,1024×1024,8
NPC/Class_A/210090/Default,NPC/Class_A/210090,512,512,512×512,9
NPC/Class_A/210090/Default,NPC/Class_A/210090,256,256,256×256,3
NPC/Class_A/210090/Default,NPC/Class_A/210090,128,128,128×128,1
NPC/Class_A/210090/Default,NPC/Class_A/210090,64,64,64×64,1
NPC/Class_A/210091/Default,NPC/Class_A/210091,2048,2048,2048×2048,5
NPC/Class_A/210091/Default,NPC/Class_A/210091,1024,1024,1024×1024,8
NPC/Class_A/210091/Default,NPC/Class_A/210091,512,512,512×512,8
NPC/Class_A/210091/Default,NPC/Class_A/210091,256,256,256×256,3
NPC/Class_A/210091/Default,NPC/Class_A/210091,128,128,128×128,1
NPC/Class_A/210091/Default,NPC/Class_A/210091,64,64,64×64,1
NPC/Class_A/210092/Default,NPC/Class_A/210092,2048,2048,2048×2048,3
NPC/Class_A/210092/Default,NPC/Class_A/210092,1024,1024,1024×1024,10
NPC/Class_A/210092/Default,NPC/Class_A/210092,512,512,512×512,11
NPC/Class_A/210092/Default,NPC/Class_A/210092,256,256,256×256,2
NPC/Class_A/210093/Default,NPC/Class_A/210093,2048,2048,2048×2048,5
NPC/Class_A/210093/Default,NPC/Class_A/210093,1024,1024,1024×1024,10
NPC/Class_A/210093/Default,NPC/Class_A/210093,512,512,512×512,10
NPC/Class_A/210093/Default,NPC/Class_A/210093,256,256,256×256,4
NPC/Class_A/210093/Default,NPC/Class_A/210093,128,128,128×128,2
NPC/Class_A/210093/Default,NPC/Class_A/210093,64,64,64×64,1
NPC/Class_A/210094/Default,NPC/Class_A/210094,2048,2048,2048×2048,3
NPC/Class_A/210094/Default,NPC/Class_A/210094,1024,1024,1024×1024,10
NPC/Class_A/210094/Default,NPC/Class_A/210094,512,512,512×512,10
NPC/Class_A/210094/Default,NPC/Class_A/210094,256,256,256×256,2
NPC/Class_A/210095/Default,NPC/Class_A/210095,2048,2048,2048×2048,3
NPC/Class_A/210095/Default,NPC/Class_A/210095,1024,1024,1024×1024,10
NPC/Class_A/210095/Default,NPC/Class_A/210095,512,512,512×512,9
NPC/Class_A/210095/Default,NPC/Class_A/210095,256,256,256×256,3
NPC/Class_A/210100/Default,NPC/Class_A/210100,2048,2048,2048×2048,4
NPC/Class_A/210100/Default,NPC/Class_A/210100,1024,1024,1024×1024,4
NPC/Class_A/210102/Default,NPC/Class_A/210102,2048,2048,2048×2048,7
NPC/Class_A/210102/Default,NPC/Class_A/210102,1024,1024,1024×1024,9
NPC/Class_A/210102/Default,NPC/Class_A/210102,512,512,512×512,10
NPC/Class_A/210102/Default,NPC/Class_A/210102,256,256,256×256,4
NPC/Class_A/210102/Default,NPC/Class_A/210102,64,64,64×64,1
NPC/Class_A/210105/Default,NPC/Class_A/210105,2048,2048,2048×2048,3
NPC/Class_A/210105/Default,NPC/Class_A/210105,1024,1024,1024×1024,10
NPC/Class_A/210105/Default,NPC/Class_A/210105,512,512,512×512,9
NPC/Class_A/210105/Default,NPC/Class_A/210105,256,256,256×256,5
NPC/Class_A/210105/Default,NPC/Class_A/210105,128,128,128×128,1
NPC/Class_A/210105/Default,NPC/Class_A/210105,64,64,64×64,1
NPC/Class_A/210106/Default,NPC/Class_A/210106,2048,2048,2048×2048,3
NPC/Class_A/210106/Default,NPC/Class_A/210106,1024,1024,1024×1024,11
NPC/Class_A/210106/Default,NPC/Class_A/210106,512,512,512×512,10
NPC/Class_A/210106/Default,NPC/Class_A/210106,256,256,256×256,6
NPC/Class_A/210106/Default,NPC/Class_A/210106,128,128,128×128,2
NPC/Class_A/210106/Default,NPC/Class_A/210106,64,64,64×64,1
NPC/Class_A/210107/Default,NPC/Class_A/210107,2048,2048,2048×2048,3
NPC/Class_A/210107/Default,NPC/Class_A/210107,1024,1024,1024×1024,10
NPC/Class_A/210107/Default,NPC/Class_A/210107,512,512,512×512,13
NPC/Class_A/210107/Default,NPC/Class_A/210107,256,256,256×256,7
NPC/Class_A/210107/Default,NPC/Class_A/210107,128,128,128×128,2
NPC/Class_A/210107/Default,NPC/Class_A/210107,64,64,64×64,1
NPC/Class_A/210110/Default,NPC/Class_A/210110,2048,2048,2048×2048,3
NPC/Class_A/210110/Default,NPC/Class_A/210110,1024,1024,1024×1024,11
NPC/Class_A/210110/Default,NPC/Class_A/210110,512,512,512×512,9
NPC/Class_A/210110/Default,NPC/Class_A/210110,256,256,256×256,4
NPC/Class_A/210110/Default,NPC/Class_A/210110,128,128,128×128,1
NPC/Class_A/210110/Default,NPC/Class_A/210110,64,64,64×64,1
NPC/Class_A/210111/Default,NPC/Class_A/210111,2048,2048,2048×2048,3
NPC/Class_A/210111/Default,NPC/Class_A/210111,1024,1024,1024×1024,8
