scope,key,logical_character_id,assembly_group,type_or_category,name,visual_variant,state,is_primary,role_mesh_count,weapon_mesh_count,role_weapon_mesh_count,pet_mesh_count,summon_mesh_count,prop_mesh_count,incar_mesh_count,mesh_count_total,lod0_role_triangle_count,lod0_role_weapon_triangle_count,lod0_pet_triangle_count,lod0_summon_triangle_count,lod0_prop_triangle_count,lod0_incar_triangle_count,lod0_role_bone_count,lod0_role_weapon_bone_count,lod0_pet_bone_count,lod0_summon_bone_count,lod0_prop_bone_count,lod0_incar_bone_count,role_reference_bone_count,role_weapon_reference_bone_count,animation_count_core,animation_count_all,animation_total_seconds_core,animation_total_seconds_all,texture_count,texture_cube_count,maximum_lod_count,notes
character_bundle,NPC/Class_A/210076/Default,NPC/Class_A/210076,main,NPC,210076,Default,Default,True,4,0,4,0,0,0,0,4,23755,23755,0,0,0,0,115,115,0,0,0,0,229,229,44,45,25.766667,27.933334,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210077/Default,NPC/Class_A/210077,main,NPC,210077,Default,Default,True,4,0,4,0,0,0,0,4,22202,22202,0,0,0,0,119,119,0,0,0,0,266,266,44,48,12.433333,27.933333,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210078/Default,NPC/Class_A/210078,main,NPC,210078,Default,Default,True,4,0,4,0,0,0,0,4,33121,33121,0,0,0,0,158,158,0,0,0,0,313,313,43,43,74.700003,74.700003,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210079/Default,NPC/Class_A/210079,main,NPC,210079,Default,Default,True,1,0,1,0,0,0,0,1,50452,50452,0,0,0,0,201,201,0,0,0,0,320,320,0,0,0.0,0.0,13,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210080/Default,NPC/Class_A/210080,main,NPC,210080,Default,Default,True,4,0,4,0,0,0,0,4,31777,31777,0,0,0,0,137,137,0,0,0,0,313,313,1,46,22.4,150.466666,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210081/Default,NPC/Class_A/210081,main,NPC,210081,Default,Default,True,3,0,3,0,0,0,0,3,43795,43795,0,0,0,0,106,106,0,0,0,0,203,203,49,49,6.3,6.3,26,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210082/Default,NPC/Class_A/210082,main,NPC,210082,Default,Default,True,3,0,3,0,0,0,0,3,39109,39109,0,0,0,0,106,106,0,0,0,0,191,191,49,49,6.333334,6.333334,23,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210083/Default,NPC/Class_A/210083,main,NPC,210083,Default,Default,True,4,0,4,0,0,0,0,4,42401,42401,0,0,0,0,114,114,0,0,0,0,193,193,43,43,1.433333,1.433333,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210084/Default,NPC/Class_A/210084,main,NPC,210084,Default,Default,True,4,0,4,0,0,0,0,4,34511,34511,0,0,0,0,228,228,0,0,0,0,401,401,2,5,0.066667,14.433334,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210085/Default,NPC/Class_A/210085,main,NPC,210085,Default,Default,True,3,0,3,0,0,0,0,3,29920,29920,0,0,0,0,140,140,0,0,0,0,274,274,2,7,0.066667,12.233333,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210086/Default,NPC/Class_A/210086,main,NPC,210086,Default,Default,True,4,0,4,0,0,0,0,4,29965,29965,0,0,0,0,138,138,0,0,0,0,278,278,2,2,0.066667,0.066667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210087/Default,NPC/Class_A/210087,main,NPC,210087,Default,Default,True,4,0,4,0,0,0,0,4,44257,44257,0,0,0,0,114,114,0,0,0,0,220,220,35,35,1.166667,1.166667,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210088/Default,NPC/Class_A/210088,main,NPC,210088,Default,Default,True,3,0,3,0,0,0,0,3,26364,26364,0,0,0,0,126,126,0,0,0,0,254,254,39,39,3.266667,3.266667,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210089/Default,NPC/Class_A/210089,main,NPC,210089,Default,Default,True,3,0,3,0,0,0,0,3,21000,21000,0,0,0,0,130,130,0,0,0,0,252,252,2,2,0.066667,0.066667,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210090/Default,NPC/Class_A/210090,main,NPC,210090,Default,Default,True,3,0,3,0,0,0,0,3,27692,27692,0,0,0,0,126,126,0,0,0,0,238,238,2,2,0.066667,0.066667,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210091/Default,NPC/Class_A/210091,main,NPC,210091,Default,Default,True,3,0,3,0,0,0,0,3,43173,43173,0,0,0,0,106,106,0,0,0,0,237,237,3,3,0.1,0.1,26,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210092/Default,NPC/Class_A/210092,main,NPC,210092,Default,Default,True,3,0,3,0,0,0,0,3,25728,25728,0,0,0,0,69,69,0,0,0,0,210,210,0,0,0.0,0.0,26,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210093/Default,NPC/Class_A/210093,main,NPC,210093,Default,Default,True,3,0,3,0,0,0,0,3,38939,38939,0,0,0,0,61,61,0,0,0,0,210,210,0,0,0.0,0.0,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210094/Default,NPC/Class_A/210094,main,NPC,210094,Default,Default,True,3,0,3,0,0,0,0,3,24999,24999,0,0,0,0,60,60,0,0,0,0,211,211,0,0,0.0,0.0,25,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210095/Default,NPC/Class_A/210095,main,NPC,210095,Default,Default,True,3,0,3,0,0,0,0,3,20766,20766,0,0,0,0,59,59,0,0,0,0,210,210,0,0,0.0,0.0,25,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210100/Default,NPC/Class_A/210100,main,NPC,210100,Default,Default,True,1,0,1,0,0,0,0,1,48689,48689,0,0,0,0,169,169,0,0,0,0,259,259,0,0,0.0,0.0,8,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210102/Default,NPC/Class_A/210102,main,NPC,210102,Default,Default,True,4,0,4,0,0,0,0,4,53056,53056,0,0,0,0,149,149,0,0,0,0,312,312,1,131,15.666667,883.76667,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210105/Default,NPC/Class_A/210105,main,NPC,210105,Default,Default,True,3,0,3,0,0,0,0,3,23208,23208,0,0,0,0,113,113,0,0,0,0,242,242,0,51,0.0,262.866667,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210106/Default,NPC/Class_A/210106,main,NPC,210106,Default,Default,True,4,0,4,0,0,0,0,4,24159,24159,0,0,0,0,151,151,0,0,0,0,307,307,0,90,0.0,464.133337,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210107/Default,NPC/Class_A/210107,main,NPC,210107,Default,Default,True,4,0,4,0,0,0,0,4,24068,24068,0,0,0,0,110,110,0,0,0,0,219,219,0,20,0.0,226.733335,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210110/Default,NPC/Class_A/210110,main,NPC,210110,Default,Default,True,3,0,3,0,0,0,0,3,21577,21577,0,0,0,0,138,138,0,0,0,0,272,272,0,68,0.0,409.733331,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210111/Default,NPC/Class_A/210111,main,NPC,210111,Default,Default,True,3,0,3,0,0,0,0,3,41753,41753,0,0,0,0,107,107,0,0,0,0,193,193,0,0,0.0,0.0,19,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210112/Default,NPC/Class_A/210112,main,NPC,210112,Default,Default,True,3,0,3,0,0,0,0,3,23858,23858,0,0,0,0,107,107,0,0,0,0,189,189,6,6,0.2,0.2,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210113/Default,NPC/Class_A/210113,main,NPC,210113,Default,Default,True,4,0,4,0,0,0,0,4,24899,24899,0,0,0,0,145,145,0,0,0,0,301,301,1,3,0.033333,31.433334,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210114/Default,NPC/Class_A/210114,main,NPC,210114,Default,Default,True,4,0,4,0,0,0,0,4,33654,33654,0,0,0,0,151,151,0,0,0,0,272,272,3,157,13.733334,1056.599999,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210116/Default,NPC/Class_A/210116,main,NPC,210116,Default,Default,True,4,0,4,0,0,0,0,4,28073,28073,0,0,0,0,114,114,0,0,0,0,217,217,0,8,0.0,16.3,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210117/Default,NPC/Class_A/210117,main,NPC,210117,Default,Default,True,4,0,4,0,0,0,0,4,26906,26906,0,0,0,0,140,140,0,0,0,0,281,281,4,22,0.133333,50.466667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210118/Default,NPC/Class_A/210118,main,NPC,210118,Default,Default,True,3,0,3,0,0,0,0,3,24938,24938,0,0,0,0,118,118,0,0,0,0,302,302,2,126,54.999998,733.566665,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210119/Default,NPC/Class_A/210119,main,NPC,210119,Default,Default,True,4,0,4,0,0,0,0,4,28324,28324,0,0,0,0,188,188,0,0,0,0,343,343,0,0,0.0,0.0,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210120/Default,NPC/Class_A/210120,main,NPC,210120,Default,Default,True,4,0,4,0,0,0,0,4,28567,28567,0,0,0,0,190,190,0,0,0,0,337,337,0,0,0.0,0.0,36,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210121/Default,NPC/Class_A/210121,main,NPC,210121,Default,Default,True,3,0,3,0,0,0,0,3,22097,22097,0,0,0,0,142,142,0,0,0,0,246,246,1,1,24.6,24.6,24,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210122/Default,NPC/Class_A/210122,main,NPC,210122,Default,Default,True,3,0,3,0,0,0,0,3,23749,23749,0,0,0,0,104,104,0,0,0,0,205,205,0,0,0.0,0.0,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210123/Default,NPC/Class_A/210123,main,NPC,210123,Default,Default,True,3,0,3,0,0,0,0,3,23916,23916,0,0,0,0,103,103,0,0,0,0,182,182,0,0,0.0,0.0,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210124/Default,NPC/Class_A/210124,main,NPC,210124,Default,Default,True,3,0,3,0,0,0,0,3,21575,21575,0,0,0,0,109,109,0,0,0,0,183,183,1,1,13.866667,13.866667,24,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210125/Default,NPC/Class_A/210125,main,NPC,210125,Default,Default,True,4,0,4,0,0,0,0,4,27005,27005,0,0,0,0,130,130,0,0,0,0,251,251,2,2,38.933332,38.933332,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210126/Default,NPC/Class_A/210126,main,NPC,210126,Default,Default,True,4,0,4,0,0,0,0,4,41100,41100,0,0,0,0,114,114,0,0,0,0,200,200,0,0,0.0,0.0,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210127/Default,NPC/Class_A/210127,main,NPC,210127,Default,Default,True,4,0,4,0,0,0,0,4,41552,41552,0,0,0,0,114,114,0,0,0,0,217,217,0,0,0.0,0.0,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210128/Default,NPC/Class_A/210128,main,NPC,210128,Default,Default,True,3,0,3,0,0,0,0,3,25166,25166,0,0,0,0,132,132,0,0,0,0,241,241,0,0,0.0,0.0,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210129/Default,NPC/Class_A/210129,main,NPC,210129,Default,Default,True,3,0,3,0,0,0,0,3,23209,23209,0,0,0,0,114,114,0,0,0,0,242,242,0,0,0.0,0.0,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210130/Default,NPC/Class_A/210130,main,NPC,210130,Default,Default,True,3,0,3,0,0,0,0,3,27024,27024,0,0,0,0,151,151,0,0,0,0,288,288,2,2,20.866667,20.866667,29,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210131/Default,NPC/Class_A/210131,main,NPC,210131,Default,Default,True,4,0,4,0,0,0,0,4,21214,21214,0,0,0,0,120,120,0,0,0,0,228,228,0,0,0.0,0.0,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210132/Default,NPC/Class_A/210132,main,NPC,210132,Default,Default,True,4,0,4,0,0,0,0,4,40358,40358,0,0,0,0,114,114,0,0,0,0,210,210,0,0,0.0,0.0,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210133/Default,NPC/Class_A/210133,main,NPC,210133,Default,Default,True,3,0,3,0,0,0,0,3,29021,29021,0,0,0,0,106,106,0,0,0,0,195,195,0,0,0.0,0.0,19,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210134/Default,NPC/Class_A/210134,main,NPC,210134,Default,Default,True,2,0,2,0,0,0,0,2,48056,48056,0,0,0,0,133,133,0,0,0,0,225,225,0,0,0.0,0.0,13,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210135/Default,NPC/Class_A/210135,main,NPC,210135,Default,Default,True,1,0,1,0,0,0,0,1,34947,34947,0,0,0,0,83,83,0,0,0,0,130,130,2,155,10.333333,750.783337,9,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210136/Default,NPC/Class_A/210136,main,NPC,210136,Default,Default,True,2,0,2,0,0,0,0,2,55732,55732,0,0,0,0,72,72,0,0,0,0,185,185,0,3,0.0,29.433333,16,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210137/Default,NPC/Class_A/210137,main,NPC,210137,Default,Default,True,4,0,4,0,0,0,0,4,26398,26398,0,0,0,0,132,132,0,0,0,0,233,233,0,47,0.0,122.366666,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210140/Default,NPC/Class_A/210140,main,NPC,210140,Default,Default,True,3,0,3,0,0,0,0,3,27023,27023,0,0,0,0,123,123,0,0,0,0,230,230,3,64,56.666667,519.666667,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210141/Default,NPC/Class_A/210141,main,NPC,210141,Default,Default,True,3,0,3,0,0,0,0,3,24266,24266,0,0,0,0,103,103,0,0,0,0,191,191,1,3,0.033333,5.6,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210142/Default,NPC/Class_A/210142,main,NPC,210142,Default,Default,True,3,0,3,0,0,0,0,3,41753,41753,0,0,0,0,109,109,0,0,0,0,194,194,0,0,0.0,0.0,19,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210144/Default,NPC/Class_A/210144,main,NPC,210144,Default,Default,True,3,0,3,0,0,0,0,3,31770,31770,0,0,0,0,152,152,0,0,0,0,265,265,0,18,0.0,82.099999,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210145/Default,NPC/Class_A/210145,main,NPC,210145,Default,Default,True,4,0,4,0,0,0,0,4,29096,29096,0,0,0,0,179,179,0,0,0,0,318,318,1,67,28.333334,249.9,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210146/Default,NPC/Class_A/210146,main,NPC,210146,Default,Default,True,3,0,3,0,0,0,0,3,27838,27838,0,0,0,0,122,122,0,0,0,0,251,251,0,5,0.0,6.933334,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210147/Default,NPC/Class_A/210147,main,NPC,210147,Default,Default,True,4,0,4,0,0,0,0,4,26087,26087,0,0,0,0,150,150,0,0,0,0,280,280,0,2,0.0,5.566667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210148/Default,NPC/Class_A/210148,main,NPC,210148,Default,Default,True,4,0,4,0,0,0,0,4,25495,25495,0,0,0,0,132,132,0,0,0,0,222,222,0,2,0.0,5.566667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210149/Default,NPC/Class_A/210149,main,NPC,210149,Default,Default,True,4,0,4,0,0,0,0,4,26035,26035,0,0,0,0,139,139,0,0,0,0,236,236,1,16,20.0,100.166667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210150/Default,NPC/Class_A/210150,main,NPC,210150,Default,Default,True,4,0,4,0,0,0,0,4,27679,27679,0,0,0,0,122,122,0,0,0,0,241,241,0,2,0.0,5.566667,38,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210151/Default,NPC/Class_A/210151,main,NPC,210151,Default,Default,True,3,0,3,0,0,0,0,3,44160,44160,0,0,0,0,125,125,0,0,0,0,254,254,0,0,0.0,0.0,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210152/Default,NPC/Class_A/210152,main,NPC,210152,Default,Default,True,3,0,3,0,0,0,0,3,54869,54869,0,0,0,0,122,122,0,0,0,0,212,212,2,26,6.0,107.6,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210153/Default,NPC/Class_A/210153,main,NPC,210153,Default,Default,True,3,0,3,0,0,0,0,3,69495,69495,0,0,0,0,193,193,0,0,0,0,342,342,115,173,351.533333,644.766668,26,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210154/Default,NPC/Class_A/210154,main,NPC,210154,Default,Default,True,4,0,4,0,0,0,0,4,33020,33020,0,0,0,0,141,141,0,0,0,0,276,276,0,2,0.0,5.566667,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210155/Default,NPC/Class_A/210155,main,NPC,210155,Default,Default,True,4,0,4,0,0,0,0,4,30430,30430,0,0,0,0,194,194,0,0,0,0,350,350,1,4,20.0,32.833333,35,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210156/Default,NPC/Class_A/210156,main,NPC,210156,Default,Default,True,3,0,3,0,0,0,0,3,24396,24396,0,0,0,0,112,112,0,0,0,0,216,216,0,0,0.0,0.0,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210157/Default,NPC/Class_A/210157,main,NPC,210157,Default,Default,True,3,0,3,0,0,0,0,3,23514,23514,0,0,0,0,101,101,0,0,0,0,207,207,0,20,0.0,103.333334,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210158/Default,NPC/Class_A/210158,main,NPC,210158,Default,Default,True,3,0,3,0,0,0,0,3,69677,69677,0,0,0,0,193,193,0,0,0,0,370,370,0,5,0.0,40.233334,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210159/Default,NPC/Class_A/210159,main,NPC,210159,Default,Default,True,3,0,3,0,0,0,0,3,76463,76463,0,0,0,0,198,198,0,0,0,0,365,365,0,0,0.0,0.0,27,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210161/Default,NPC/Class_A/210161,main,NPC,210161,Default,Default,True,3,0,3,0,0,0,0,3,75878,75878,0,0,0,0,247,247,0,0,0,0,412,412,4,25,39.066668,161.200001,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210162/Default,NPC/Class_A/210162,main,NPC,210162,Default,Default,True,3,0,3,0,0,0,0,3,76911,76911,0,0,0,0,246,246,0,0,0,0,412,412,0,0,0.0,0.0,32,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210163/Default,NPC/Class_A/210163,main,NPC,210163,Default,Default,True,3,0,3,0,0,0,0,3,29777,29777,0,0,0,0,154,154,0,0,0,0,276,276,1,13,0.333333,77.499999,33,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210164/Default,NPC/Class_A/210164,main,NPC,210164,Default,Default,True,3,0,3,0,0,0,0,3,28672,28672,0,0,0,0,140,140,0,0,0,0,239,239,0,60,0.0,454.533333,30,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210165/Default,NPC/Class_A/210165,main,NPC,210165,Default,Default,True,3,0,3,0,0,0,0,3,24540,24540,0,0,0,0,120,120,0,0,0,0,236,236,0,52,0.0,273.666666,31,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
character_bundle,NPC/Class_A/210166/Default,NPC/Class_A/210166,main,NPC,210166,Default,Default,True,3,0,3,0,0,0,0,3,30113,30113,0,0,0,0,121,121,0,0,0,0,217,217,0,0,0.0,0.0,26,,5,Hero Show 已排除；Role资源池与 Role+Weapon资源池分列；Pet/Summon/Prop/InCar 分列；空值表示不可用，不等于0
