mesh_path,mesh_name,mesh_class,exclusion_reason
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_01.PH_EmbassyInterior_A_Wall_01,PH_EmbassyInterior_A_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_02.PH_EmbassyInterior_A_Wall_02,PH_EmbassyInterior_A_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_03.PH_EmbassyInterior_A_Wall_03,PH_EmbassyInterior_A_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_04.PH_EmbassyInterior_A_Wall_04,PH_EmbassyInterior_A_Wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_05.PH_EmbassyInterior_A_Wall_05,PH_EmbassyInterior_A_Wall_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_06.PH_EmbassyInterior_A_Wall_06,PH_EmbassyInterior_A_Wall_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_07.PH_EmbassyInterior_A_Wall_07,PH_EmbassyInterior_A_Wall_07,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_08.PH_EmbassyInterior_A_Wall_08,PH_EmbassyInterior_A_Wall_08,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_09.PH_EmbassyInterior_A_Wall_09,PH_EmbassyInterior_A_Wall_09,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_10.PH_EmbassyInterior_A_Wall_10,PH_EmbassyInterior_A_Wall_10,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_11.PH_EmbassyInterior_A_Wall_11,PH_EmbassyInterior_A_Wall_11,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_12.PH_EmbassyInterior_A_Wall_12,PH_EmbassyInterior_A_Wall_12,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_A_Wall_13.PH_EmbassyInterior_A_Wall_13,PH_EmbassyInterior_A_Wall_13,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_Carpet_A_01.PH_EmbassyInterior_Carpet_A_01,PH_EmbassyInterior_Carpet_A_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_Fence_B_01.PH_EmbassyInterior_Fence_B_01,PH_EmbassyInterior_Fence_B_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyInterior/PH_EmbassyInterior_Fence_B_02.PH_EmbassyInterior_Fence_B_02,PH_EmbassyInterior_Fence_B_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Carpet_01.PH_EmbassyLounge_Carpet_01,PH_EmbassyLounge_Carpet_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Carpet_02.PH_EmbassyLounge_Carpet_02,PH_EmbassyLounge_Carpet_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Ceiling_01.PH_EmbassyLounge_Ceiling_01,PH_EmbassyLounge_Ceiling_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Ceiling_02.PH_EmbassyLounge_Ceiling_02,PH_EmbassyLounge_Ceiling_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Door_01.PH_EmbassyLounge_Door_01,PH_EmbassyLounge_Door_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Pillar_01.PH_EmbassyLounge_Pillar_01,PH_EmbassyLounge_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Sculpture_01.PH_EmbassyLounge_Sculpture_01,PH_EmbassyLounge_Sculpture_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Wall_01.PH_EmbassyLounge_Wall_01,PH_EmbassyLounge_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Wall_02.PH_EmbassyLounge_Wall_02,PH_EmbassyLounge_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Wall_03.PH_EmbassyLounge_Wall_03,PH_EmbassyLounge_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyLounge/PH_EmbassyLounge_Wall_04.PH_EmbassyLounge_Wall_04,PH_EmbassyLounge_Wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyOffice/PH_EmbassyOffice_01.PH_EmbassyOffice_01,PH_EmbassyOffice_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyOffice/PH_EmbassyOffice_02.PH_EmbassyOffice_02,PH_EmbassyOffice_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyOffice/PH_EmbassyOffice_03.PH_EmbassyOffice_03,PH_EmbassyOffice_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyOffice/PH_EmbassyOffice_04.PH_EmbassyOffice_04,PH_EmbassyOffice_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyOffice/PH_EmbassyOffice_05.PH_EmbassyOffice_05,PH_EmbassyOffice_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Cabinet_A_01.PH_EmbassyReferenceRoom_Cabinet_A_01,PH_EmbassyReferenceRoom_Cabinet_A_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Cabinet_A_02.PH_EmbassyReferenceRoom_Cabinet_A_02,PH_EmbassyReferenceRoom_Cabinet_A_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_CabinetDoor_A_01.PH_EmbassyReferenceRoom_CabinetDoor_A_01,PH_EmbassyReferenceRoom_CabinetDoor_A_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Ceilling_A_01.PH_EmbassyReferenceRoom_Ceilling_A_01,PH_EmbassyReferenceRoom_Ceilling_A_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Ladder_01.PH_EmbassyReferenceRoom_Ladder_01,PH_EmbassyReferenceRoom_Ladder_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Pillar_01.PH_EmbassyReferenceRoom_Pillar_01,PH_EmbassyReferenceRoom_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Table_A_01.PH_EmbassyReferenceRoom_Table_A_01,PH_EmbassyReferenceRoom_Table_A_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Wall_01.PH_EmbassyReferenceRoom_Wall_01,PH_EmbassyReferenceRoom_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Wall_02.PH_EmbassyReferenceRoom_Wall_02,PH_EmbassyReferenceRoom_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Wall_03.PH_EmbassyReferenceRoom_Wall_03,PH_EmbassyReferenceRoom_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Wall_04.PH_EmbassyReferenceRoom_Wall_04,PH_EmbassyReferenceRoom_Wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/OldEmbassy/EmbassyReferenceRoom/PH_EmbassyReferenceRoom_Wall_05.PH_EmbassyReferenceRoom_Wall_05,PH_EmbassyReferenceRoom_Wall_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_01.PH_Pergola_frame_01,PH_Pergola_frame_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_02.PH_Pergola_frame_02,PH_Pergola_frame_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_03.PH_Pergola_frame_03,PH_Pergola_frame_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_04.PH_Pergola_frame_04,PH_Pergola_frame_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_05.PH_Pergola_frame_05,PH_Pergola_frame_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_06.PH_Pergola_frame_06,PH_Pergola_frame_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_07.PH_Pergola_frame_07,PH_Pergola_frame_07,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Pergola/PH_Pergola_frame_08.PH_Pergola_frame_08,PH_Pergola_frame_08,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/RedWineEstate/PH_RedWineEstate_01.PH_RedWineEstate_01,PH_RedWineEstate_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/RedWineEstate/PH_RedWineEstate_02.PH_RedWineEstate_02,PH_RedWineEstate_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/RedWineEstate/PH_RedWineEstate_Door_01.PH_RedWineEstate_Door_01,PH_RedWineEstate_Door_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Teakiosk/PH_Teakiosk_pillar_01.PH_Teakiosk_pillar_01,PH_Teakiosk_pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Teakiosk/PH_Teakiosk_roof_01.PH_Teakiosk_roof_01,PH_Teakiosk_roof_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Ground_01.PH_Underground_CinthyaHous_Boss_Ground_01,PH_Underground_CinthyaHous_Boss_Ground_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Pillar_01.PH_Underground_CinthyaHous_Boss_Pillar_01,PH_Underground_CinthyaHous_Boss_Pillar_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Pillar_02.PH_Underground_CinthyaHous_Boss_Pillar_02,PH_Underground_CinthyaHous_Boss_Pillar_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Pillar_03.PH_Underground_CinthyaHous_Boss_Pillar_03,PH_Underground_CinthyaHous_Boss_Pillar_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Pillar_04.PH_Underground_CinthyaHous_Boss_Pillar_04,PH_Underground_CinthyaHous_Boss_Pillar_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Pillar_04a.PH_Underground_CinthyaHous_Boss_Pillar_04a,PH_Underground_CinthyaHous_Boss_Pillar_04a,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Pillar_05.PH_Underground_CinthyaHous_Boss_Pillar_05,PH_Underground_CinthyaHous_Boss_Pillar_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Top_01.PH_Underground_CinthyaHous_Boss_Top_01,PH_Underground_CinthyaHous_Boss_Top_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Top_02.PH_Underground_CinthyaHous_Boss_Top_02,PH_Underground_CinthyaHous_Boss_Top_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Wall_01.PH_Underground_CinthyaHous_Boss_Wall_01,PH_Underground_CinthyaHous_Boss_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Wall_02.PH_Underground_CinthyaHous_Boss_Wall_02,PH_Underground_CinthyaHous_Boss_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Wall_03.PH_Underground_CinthyaHous_Boss_Wall_03,PH_Underground_CinthyaHous_Boss_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Wall_04.PH_Underground_CinthyaHous_Boss_Wall_04,PH_Underground_CinthyaHous_Boss_Wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Boos/PH_Underground_CinthyaHous_Boss_Wall_05.PH_Underground_CinthyaHous_Boss_Wall_05,PH_Underground_CinthyaHous_Boss_Wall_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Connector_01.PH_Underground_CinthyaHous_tunnel_Connector_01,PH_Underground_CinthyaHous_tunnel_Connector_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Gate_01.PH_Underground_CinthyaHous_tunnel_Gate_01,PH_Underground_CinthyaHous_tunnel_Gate_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Gate_02.PH_Underground_CinthyaHous_tunnel_Gate_02,PH_Underground_CinthyaHous_tunnel_Gate_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Ground_02.PH_Underground_CinthyaHous_tunnel_Ground_02,PH_Underground_CinthyaHous_tunnel_Ground_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Ground_03.PH_Underground_CinthyaHous_tunnel_Ground_03,PH_Underground_CinthyaHous_tunnel_Ground_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_01.PH_Underground_CinthyaHous_tunnel_Wall_01,PH_Underground_CinthyaHous_tunnel_Wall_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_02.PH_Underground_CinthyaHous_tunnel_Wall_02,PH_Underground_CinthyaHous_tunnel_Wall_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_03.PH_Underground_CinthyaHous_tunnel_Wall_03,PH_Underground_CinthyaHous_tunnel_Wall_03,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_04.PH_Underground_CinthyaHous_tunnel_Wall_04,PH_Underground_CinthyaHous_tunnel_Wall_04,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_05.PH_Underground_CinthyaHous_tunnel_Wall_05,PH_Underground_CinthyaHous_tunnel_Wall_05,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_06.PH_Underground_CinthyaHous_tunnel_Wall_06,PH_Underground_CinthyaHous_tunnel_Wall_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Preston/Underground/Tunnel/PH_Underground_CinthyaHous_tunnel_Wall_08.PH_Underground_CinthyaHous_tunnel_Wall_08,PH_Underground_CinthyaHous_tunnel_Wall_08,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Birdcage_01.PH_SolferinoBranch_Birdcage_01,PH_SolferinoBranch_Birdcage_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_buliding_09.PH_SolferinoBranch_buliding_09,PH_SolferinoBranch_buliding_09,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_buliding_10.PH_SolferinoBranch_buliding_10,PH_SolferinoBranch_buliding_10,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Cabinet_02.PH_SolferinoBranch_Cabinet_02,PH_SolferinoBranch_Cabinet_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Cabinet_06.PH_SolferinoBranch_Cabinet_06,PH_SolferinoBranch_Cabinet_06,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Cabinet_07.PH_SolferinoBranch_Cabinet_07,PH_SolferinoBranch_Cabinet_07,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Cabinet_08.PH_SolferinoBranch_Cabinet_08,PH_SolferinoBranch_Cabinet_08,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Hat_01.PH_SolferinoBranch_Hat_01,PH_SolferinoBranch_Hat_01,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Hat_02.PH_SolferinoBranch_Hat_02,PH_SolferinoBranch_Hat_02,StaticMesh,占位/白盒/破碎测试
SilverPalace/Content/ArtRes/EnvRes/OpenWorld/PeerageDistrict/PlaceHolder/Buildings/Shops/SolferinoBranch/PH_SolferinoBranch_Mirror_01.PH_SolferinoBranch_Mirror_01,PH_SolferinoBranch_Mirror_01,StaticMesh,占位/白盒/破碎测试
